util,nodes,pods,pods_per_node,priorities,timeout_s,config_dir,n_seeds,n_seeds_not_all_running,n_default_all_running,default_all_running_rate,n_solver_called,solver_called_rate,n_solver_failed,solver_failed_rate,n_default_optimal,default_optimal_rate,n_solver_optimal,solver_optimal_rate,n_solver_feasible,solver_feasible_rate,n_solver_improve,solver_improve_rate,n_other,other_rate,solver_duration_ms_sum,solver_duration_ms_mean,cpu_delta_sum,mem_delta_sum,cpu_delta_mean,mem_delta_mean,total_pods,n_solver_solution,moves_pct_sum_solver_optimal,evictions_pct_sum_solver_optimal,moves_pct_sum_solver_feasible,evictions_pct_sum_solver_feasible,n_solver_feasible_all_running,solver_feasible_all_running_within_rate,n_solver_optimal_all_running,solver_optimal_all_running_within_rate,admitted_pods_pct_sum_solver_optimal,admitted_pods_pct_sum_solver_feasible
90.0,4,16,4,1,1,nodes4_pods16_prio1_util090_timeout01,100,78,22,0.2200,75,0.7500,3,0.0300,1,0.0100,72,0.7200,2,0.0200,74,0.7400,0,0.0000,11599.0,154.6533,6.365,7.129,0.0816,0.0914,16,75,781.25,0.0,62.5,0.0,2,1.0,70,0.9722,575.0,25.0
90.0,4,16,4,1,10,nodes4_pods16_prio1_util090_timeout10,100,77,23,0.2300,75,0.7500,2,0.0200,0,0.0000,75,0.7500,0,0.0000,75,0.7500,0,0.0000,13313.0,177.5067,6.386,7.037,0.0829,0.0914,16,75,837.5,6.25,0.0,0.0,0,,73,0.9733,606.25,0.0
90.0,4,16,4,1,20,nodes4_pods16_prio1_util090_timeout20,100,77,23,0.2300,75,0.7500,2,0.0200,0,0.0000,75,0.7500,0,0.0000,75,0.7500,0,0.0000,13462.0,179.4933,6.33,7.07,0.0822,0.0918,16,75,831.25,12.5,0.0,0.0,0,,73,0.9733,606.25,0.0
90.0,4,16,4,2,1,nodes4_pods16_prio2_util090_timeout01,100,76,24,0.2400,64,0.6400,12,0.1200,14,0.1400,50,0.5000,0,0.0000,50,0.5000,0,0.0000,11162.0,174.4062,3.602,4.117,0.0474,0.0542,16,64,543.75,18.75,0.0,0.0,0,,43,0.86,362.5,0.0
90.0,4,16,4,2,10,nodes4_pods16_prio2_util090_timeout10,100,76,24,0.2400,64,0.6400,12,0.1200,14,0.1400,50,0.5000,0,0.0000,50,0.5000,0,0.0000,10147.0,158.5469,3.602,4.117,0.0474,0.0542,16,64,543.75,18.75,0.0,0.0,0,,43,0.86,362.5,0.0
90.0,4,16,4,2,20,nodes4_pods16_prio2_util090_timeout20,100,77,23,0.2300,65,0.6500,12,0.1200,15,0.1500,50,0.5000,0,0.0000,50,0.5000,0,0.0000,10363.0,159.4308,3.602,4.117,0.0468,0.0535,16,65,543.75,18.75,0.0,0.0,0,,43,0.86,362.5,0.0
90.0,4,16,4,4,1,nodes4_pods16_prio4_util090_timeout01,100,77,23,0.2300,58,0.5800,20,0.2000,34,0.3400,23,0.2300,0,0.0000,23,0.2300,0,0.0000,8168.0,140.8276,1.596,1.308,0.0207,0.017,16,58,287.5,31.25,0.0,0.0,0,,15,0.6522,156.25,0.0
90.0,4,16,4,4,10,nodes4_pods16_prio4_util090_timeout10,100,77,23,0.2300,62,0.6200,16,0.1600,36,0.3600,25,0.2500,0,0.0000,25,0.2500,0,0.0000,9447.0,152.371,1.771,1.735,0.023,0.0225,16,62,306.25,37.5,0.0,0.0,0,,17,0.68,168.75,0.0
90.0,4,16,4,4,20,nodes4_pods16_prio4_util090_timeout20,100,77,23,0.2300,61,0.6100,17,0.1700,36,0.3600,24,0.2400,0,0.0000,24,0.2400,0,0.0000,9509.0,155.8852,1.689,1.656,0.0219,0.0215,16,61,300.0,37.5,0.0,0.0,0,,17,0.7083,162.5,0.0
90.0,4,32,8,1,1,nodes4_pods32_prio1_util090_timeout01,100,22,78,0.7800,19,0.1900,3,0.0300,3,0.0300,16,0.1600,0,0.0000,16,0.1600,0,0.0000,4145.0,218.1579,0.725,0.784,0.033,0.0356,32,19,50.0,0.0,0.0,0.0,0,,16,1.0,50.0,0.0
90.0,4,32,8,1,10,nodes4_pods32_prio1_util090_timeout10,100,22,78,0.7800,20,0.2000,2,0.0200,3,0.0300,17,0.1700,0,0.0000,17,0.1700,0,0.0000,4222.0,211.1,0.725,0.784,0.033,0.0356,32,20,53.125,0.0,0.0,0.0,0,,17,1.0,53.125,0.0
90.0,4,32,8,1,20,nodes4_pods32_prio1_util090_timeout20,100,20,80,0.8000,16,0.1600,4,0.0400,1,0.0100,15,0.1500,0,0.0000,15,0.1500,0,0.0000,3447.0,215.4375,0.725,0.784,0.0363,0.0392,32,16,46.875,0.0,0.0,0.0,0,,15,1.0,46.875,0.0
90.0,4,32,8,2,1,nodes4_pods32_prio2_util090_timeout01,100,21,79,0.7900,20,0.2000,1,0.0100,9,0.0900,11,0.1100,0,0.0000,11,0.1100,0,0.0000,3850.0,192.5,0.505,0.532,0.024,0.0253,32,20,34.375,0.0,0.0,0.0,0,,11,1.0,34.375,0.0
90.0,4,32,8,2,10,nodes4_pods32_prio2_util090_timeout10,100,21,79,0.7900,20,0.2000,1,0.0100,9,0.0900,11,0.1100,0,0.0000,11,0.1100,0,0.0000,4930.0,246.5,0.505,0.532,0.024,0.0253,32,20,34.375,0.0,0.0,0.0,0,,11,1.0,34.375,0.0
90.0,4,32,8,2,20,nodes4_pods32_prio2_util090_timeout20,100,17,83,0.8300,17,0.1700,0,0.0000,5,0.0500,12,0.1200,0,0.0000,12,0.1200,0,0.0000,3817.0,224.5294,0.505,0.532,0.0297,0.0313,32,17,37.5,0.0,0.0,0.0,0,,12,1.0,37.5,0.0
90.0,4,32,8,4,1,nodes4_pods32_prio4_util090_timeout01,100,18,82,0.8200,15,0.1500,3,0.0300,9,0.0900,6,0.0600,0,0.0000,6,0.0600,0,0.0000,3194.0,212.9333,0.332,0.288,0.0184,0.016,32,15,18.75,0.0,0.0,0.0,0,,6,1.0,18.75,0.0
90.0,4,32,8,4,10,nodes4_pods32_prio4_util090_timeout10,100,20,80,0.8000,18,0.1800,2,0.0200,12,0.1200,6,0.0600,0,0.0000,6,0.0600,0,0.0000,4134.0,229.6667,0.362,0.337,0.0181,0.0169,32,18,18.75,0.0,0.0,0.0,0,,6,1.0,18.75,0.0
90.0,4,32,8,4,20,nodes4_pods32_prio4_util090_timeout20,100,18,82,0.8200,17,0.1700,1,0.0100,10,0.1000,7,0.0700,0,0.0000,7,0.0700,0,0.0000,3654.0,214.9412,0.31,0.289,0.0172,0.0161,32,17,21.875,0.0,0.0,0.0,0,,7,1.0,21.875,0.0
90.0,8,32,4,1,1,nodes8_pods32_prio1_util090_timeout01,100,96,4,0.0400,95,0.9500,1,0.0100,0,0.0000,83,0.8300,12,0.1200,95,0.9500,0,0.0000,21706.0,228.4842,7.434,7.339,0.0774,0.0764,32,95,578.125,0.0,175.0,0.0,12,1.0,83,1.0,506.25,131.25
90.0,8,32,4,1,10,nodes8_pods32_prio1_util090_timeout10,100,96,4,0.0400,95,0.9500,1,0.0100,0,0.0000,95,0.9500,0,0.0000,95,0.9500,0,0.0000,28758.0,302.7158,7.39,7.251,0.077,0.0755,32,95,750.0,0.0,0.0,0.0,0,,95,1.0,640.625,0.0
90.0,8,32,4,1,20,nodes8_pods32_prio1_util090_timeout20,100,96,4,0.0400,96,0.9600,0,0.0000,0,0.0000,96,0.9600,0,0.0000,96,0.9600,0,0.0000,25592.0,266.5833,7.434,7.339,0.0774,0.0764,32,96,759.375,0.0,0.0,0.0,0,,96,1.0,646.875,0.0
90.0,8,32,4,2,1,nodes8_pods32_prio2_util090_timeout01,100,96,4,0.0400,95,0.9500,1,0.0100,6,0.0600,84,0.8400,5,0.0500,89,0.8900,0,0.0000,21494.0,226.2526,5.304,5.329,0.0553,0.0555,32,95,728.125,21.875,90.625,3.125,4,0.8,75,0.8929,456.25,31.25
90.0,8,32,4,2,10,nodes8_pods32_prio2_util090_timeout10,100,96,4,0.0400,95,0.9500,1,0.0100,5,0.0500,90,0.9000,0,0.0000,90,0.9000,0,0.0000,23363.0,245.9263,5.449,5.394,0.0568,0.0562,32,95,850.0,25.0,0.0,0.0,0,,81,0.9,490.625,0.0
90.0,8,32,4,2,20,nodes8_pods32_prio2_util090_timeout20,100,96,4,0.0400,96,0.9600,0,0.0000,5,0.0500,91,0.9100,0,0.0000,91,0.9100,0,0.0000,26866.0,279.8542,5.473,5.488,0.057,0.0572,32,96,837.5,21.875,0.0,0.0,0,,82,0.9011,496.875,0.0
90.0,8,32,4,4,1,nodes8_pods32_prio4_util090_timeout01,100,96,4,0.0400,92,0.9200,7,0.0700,30,0.3000,58,0.5800,1,0.0100,59,0.5900,0,0.0000,16910.0,183.8043,2.987,3.106,0.0311,0.0324,32,92,450.0,71.875,18.75,0.0,1,1.0,30,0.5172,281.25,6.25
90.0,8,32,4,4,10,nodes8_pods32_prio4_util090_timeout10,100,95,5,0.0500,90,0.9000,7,0.0700,29,0.2900,59,0.5900,0,0.0000,59,0.5900,0,0.0000,17410.0,193.4444,2.929,3.033,0.0308,0.0319,32,90,475.0,78.125,0.0,0.0,0,,31,0.5254,278.125,0.0
90.0,8,32,4,4,20,nodes8_pods32_prio4_util090_timeout20,100,96,4,0.0400,91,0.9100,7,0.0700,29,0.2900,60,0.6000,0,0.0000,60,0.6000,0,0.0000,17560.0,192.967,3.089,3.235,0.0322,0.0337,32,91,506.25,71.875,0.0,0.0,0,,33,0.55,290.625,0.0
90.0,8,64,8,1,1,nodes8_pods64_prio1_util090_timeout01,100,45,55,0.5500,35,0.3500,10,0.1000,7,0.0700,28,0.2800,0,0.0000,28,0.2800,0,-0.0000,6239.0,178.2571,0.858,0.934,0.0191,0.0208,64,35,53.125,0.0,0.0,0.0,0,,28,1.0,54.6875,0.0
90.0,8,64,8,1,10,nodes8_pods64_prio1_util090_timeout10,100,41,59,0.5900,29,0.2900,12,0.1200,3,0.0300,26,0.2600,0,0.0000,26,0.2600,0,0.0000,5263.0,181.4828,0.858,0.934,0.0209,0.0228,64,29,50.0,0.0,0.0,0.0,0,,26,1.0,50.0,0.0
90.0,8,64,8,1,20,nodes8_pods64_prio1_util090_timeout20,100,43,57,0.5700,33,0.3300,10,0.1000,5,0.0500,28,0.2800,0,0.0000,28,0.2800,0,0.0000,6027.0,182.6364,0.858,0.934,0.02,0.0217,64,33,53.125,0.0,0.0,0.0,0,,28,1.0,54.6875,0.0
90.0,8,64,8,2,1,nodes8_pods64_prio2_util090_timeout01,100,36,64,0.6400,29,0.2900,7,0.0700,18,0.1800,11,0.1100,0,0.0000,11,0.1100,0,0.0000,4975.0,171.5517,0.333,0.334,0.0093,0.0093,64,29,18.75,0.0,0.0,0.0,0,,11,1.0,17.1875,0.0
90.0,8,64,8,2,10,nodes8_pods64_prio2_util090_timeout10,100,46,54,0.5400,41,0.4100,5,0.0500,28,0.2800,13,0.1300,0,0.0000,13,0.1300,0,0.0000,6462.0,157.6098,0.333,0.334,0.0072,0.0073,64,41,23.4375,0.0,0.0,0.0,0,,13,1.0,20.3125,0.0
90.0,8,64,8,2,20,nodes8_pods64_prio2_util090_timeout20,100,41,59,0.5900,36,0.3600,5,0.0500,23,0.2300,13,0.1300,0,0.0000,13,0.1300,0,0.0000,6382.0,177.2778,0.333,0.334,0.0081,0.0081,64,36,21.875,0.0,0.0,0.0,0,,13,1.0,20.3125,0.0
90.0,8,64,8,4,1,nodes8_pods64_prio4_util090_timeout01,100,35,65,0.6500,32,0.3200,3,0.0300,22,0.2200,10,0.1000,0,0.0000,10,0.1000,0,0.0000,5979.0,186.8438,0.309,0.331,0.0088,0.0095,64,32,18.75,0.0,0.0,0.0,0,,10,1.0,20.3125,0.0
90.0,8,64,8,4,10,nodes8_pods64_prio4_util090_timeout10,100,34,66,0.6600,33,0.3300,1,0.0100,21,0.2100,12,0.1200,0,0.0000,12,0.1200,0,0.0000,6133.0,185.8485,0.309,0.331,0.0091,0.0097,64,33,23.4375,0.0,0.0,0.0,0,,12,1.0,23.4375,0.0
90.0,8,64,8,4,20,nodes8_pods64_prio4_util090_timeout20,100,36,64,0.6400,33,0.3300,3,0.0300,23,0.2300,10,0.1000,0,0.0000,10,0.1000,0,0.0000,6211.0,188.2121,0.309,0.331,0.0086,0.0092,64,33,20.3125,0.0,0.0,0.0,0,,10,1.0,20.3125,0.0
90.0,16,64,4,1,1,nodes16_pods64_prio1_util090_timeout01,100,99,1,0.0100,98,0.9800,2,0.0200,0,0.0000,38,0.3800,59,0.5900,97,0.9700,0,0.0000,39039.0,398.3571,6.9,6.147,0.0697,0.0621,64,98,184.375,0.0,571.875,0.0,58,0.9831,38,1.0,190.625,384.375
90.0,16,64,4,1,10,nodes16_pods64_prio1_util090_timeout10,100,99,1,0.0100,99,0.9900,0,0.0000,0,0.0000,93,0.9300,6,0.0600,99,0.9900,0,0.0000,105740.0,1068.0808,7.034,6.391,0.0711,0.0646,64,99,576.5625,0.0,57.8125,0.0,6,1.0,93,1.0,542.1875,46.875
90.0,16,64,4,1,20,nodes16_pods64_prio1_util090_timeout20,100,99,1,0.0100,99,0.9900,0,0.0000,0,0.0000,94,0.9400,5,0.0500,99,0.9900,0,0.0000,150151.0,1516.6768,7.034,6.391,0.0711,0.0646,64,99,607.8125,0.0,48.4375,0.0,5,1.0,94,1.0,551.5625,37.5
90.0,16,64,4,2,1,nodes16_pods64_prio2_util090_timeout01,100,99,1,0.0100,99,0.9900,1,0.0100,0,0.0000,72,0.7200,26,0.2600,98,0.9800,0,0.0000,31510.0,318.2828,5.244,5.006,0.053,0.0506,64,99,471.875,1.5625,310.9375,0.0,25,0.9615,70,0.9722,315.625,140.625
90.0,16,64,4,2,10,nodes16_pods64_prio2_util090_timeout10,100,99,1,0.0100,99,0.9900,0,0.0000,0,0.0000,99,0.9900,0,0.0000,99,0.9900,0,0.0000,64030.0,646.7677,5.344,5.086,0.054,0.0514,64,99,732.8125,1.5625,0.0,0.0,0,,97,0.9798,464.0625,0.0
90.0,16,64,4,2,20,nodes16_pods64_prio2_util090_timeout20,100,99,1,0.0100,99,0.9900,0,0.0000,0,0.0000,99,0.9900,0,0.0000,99,0.9900,0,0.0000,62594.0,632.2626,5.344,5.086,0.054,0.0514,64,99,731.25,1.5625,0.0,0.0,0,,97,0.9798,464.0625,0.0
90.0,16,64,4,4,1,nodes16_pods64_prio4_util090_timeout01,100,99,1,0.0100,89,0.8900,14,0.1400,8,0.0800,70,0.7000,7,0.0700,77,0.7700,0,0.0000,28546.0,320.7416,2.679,2.385,0.0271,0.0241,64,89,487.5,39.0625,79.6875,9.375,2,0.2857,43,0.6143,248.4375,21.875
90.0,16,64,4,4,10,nodes16_pods64_prio4_util090_timeout10,100,99,1,0.0100,99,0.9900,3,0.0300,13,0.1300,81,0.8100,2,0.0200,83,0.8300,0,0.0000,52099.0,526.2525,3.33,2.97,0.0336,0.03,64,99,601.5625,51.5625,14.0625,3.125,0,0.0,49,0.6049,292.1875,6.25
90.0,16,64,4,4,20,nodes16_pods64_prio4_util090_timeout20,100,99,1,0.0100,99,0.9900,3,0.0300,13,0.1300,83,0.8300,0,0.0000,83,0.8300,0,0.0000,56765.0,573.3838,3.366,3.038,0.034,0.0307,64,99,620.3125,51.5625,0.0,0.0,0,,50,0.6024,300.0,0.0
90.0,16,128,8,1,1,nodes16_pods128_prio1_util090_timeout01,100,55,45,0.4500,49,0.4900,7,0.0700,14,0.1400,27,0.2700,7,0.0700,34,0.3400,0,-0.0000,15257.0,311.3673,0.61,0.599,0.0111,0.0109,128,49,32.0312,0.0,15.625,0.0,7,1.0,27,1.0,27.3438,11.7188
90.0,16,128,8,1,10,nodes16_pods128_prio1_util090_timeout10,100,55,45,0.4500,47,0.4700,8,0.0800,15,0.1500,32,0.3200,0,0.0000,32,0.3200,0,0.0000,17544.0,373.2766,0.61,0.599,0.0111,0.0109,128,47,35.9375,0.0,0.0,0.0,0,,32,1.0,36.7188,0.0
90.0,16,128,8,1,20,nodes16_pods128_prio1_util090_timeout20,100,56,44,0.4400,47,0.4700,9,0.0900,16,0.1600,31,0.3100,0,0.0000,31,0.3100,0,0.0000,22052.0,469.1915,0.61,0.599,0.0109,0.0107,128,47,39.8438,0.0,0.0,0.0,0,,31,1.0,37.5,0.0
90.0,16,128,8,2,1,nodes16_pods128_prio2_util090_timeout01,100,53,47,0.4700,45,0.4500,12,0.1200,18,0.1800,19,0.1900,4,0.0400,23,0.2300,0,0.0000,14555.0,323.4444,0.346,0.353,0.0065,0.0067,128,45,21.0938,0.0,7.8125,0.0,4,1.0,19,1.0,17.1875,5.4688
90.0,16,128,8,2,10,nodes16_pods128_prio2_util090_timeout10,100,52,48,0.4800,44,0.4400,8,0.0800,22,0.2200,22,0.2200,0,0.0000,22,0.2200,0,0.0000,15071.0,342.5227,0.37,0.373,0.0071,0.0072,128,44,27.3438,0.0,0.0,0.0,0,,22,1.0,21.875,0.0
90.0,16,128,8,2,20,nodes16_pods128_prio2_util090_timeout20,100,58,42,0.4200,51,0.5100,7,0.0700,27,0.2700,24,0.2400,0,0.0000,24,0.2400,0,0.0000,20832.0,408.4706,0.358,0.366,0.0062,0.0063,128,51,26.5625,0.0,0.0,0.0,0,,24,1.0,24.2188,0.0
90.0,16,128,8,4,1,nodes16_pods128_prio4_util090_timeout01,100,50,50,0.5000,39,0.3900,12,0.1200,25,0.2500,12,0.1200,1,0.0100,13,0.1300,0,0.0000,12542.0,321.5897,0.209,0.187,0.0042,0.0037,128,39,15.625,0.0,0.7812,0.0,1,1.0,12,1.0,14.0625,0.7812
90.0,16,128,8,4,10,nodes16_pods128_prio4_util090_timeout10,100,53,47,0.4700,49,0.4900,4,0.0400,33,0.3300,16,0.1600,0,0.0000,16,0.1600,0,0.0000,16194.0,330.4898,0.305,0.285,0.0058,0.0054,128,49,17.9688,0.0,0.0,0.0,0,,16,1.0,19.5312,0.0
90.0,16,128,8,4,20,nodes16_pods128_prio4_util090_timeout20,100,51,49,0.4900,49,0.4900,2,0.0200,31,0.3100,18,0.1800,0,0.0000,18,0.1800,0,0.0000,16077.0,328.102,0.305,0.285,0.006,0.0056,128,49,18.75,0.0,0.0,0.0,0,,18,1.0,21.0938,0.0
90.0,32,128,4,1,1,nodes32_pods128_prio1_util090_timeout01,100,100,0,0.0000,100,1.0000,0,0.0000,0,0.0000,8,0.0800,92,0.9200,100,1.0000,0,0.0000,53728.0,537.28,6.69,6.97,0.0669,0.0697,128,100,36.7188,0.0,631.25,0.0,80,0.8696,8,1.0,40.625,531.25
90.0,32,128,4,1,10,nodes32_pods128_prio1_util090_timeout10,100,100,0,0.0000,100,1.0000,0,0.0000,0,0.0000,37,0.3700,63,0.6300,100,1.0000,0,0.0000,277076.0,2770.76,6.766,7.049,0.0677,0.0705,128,100,179.6875,0.0,419.5312,0.0,60,0.9524,37,1.0,193.75,385.1562
90.0,32,128,4,1,20,nodes32_pods128_prio1_util090_timeout20,100,100,0,0.0000,100,1.0000,0,0.0000,0,0.0000,58,0.5800,42,0.4200,100,1.0000,0,0.0000,419067.0,4190.67,6.783,7.064,0.0678,0.0706,128,100,282.0312,0.0,285.1562,0.0,41,0.9762,58,1.0,305.4688,275.0
90.0,32,128,4,2,1,nodes32_pods128_prio2_util090_timeout01,100,100,0,0.0000,94,0.9400,9,0.0900,0,0.0000,15,0.1500,76,0.7600,91,0.9100,0,0.0000,51349.0,546.266,3.929,4.011,0.0393,0.0401,128,94,71.0938,0.0,858.5938,0.0,51,0.6711,15,1.0,50.7812,300.0
90.0,32,128,4,2,10,nodes32_pods128_prio2_util090_timeout10,100,100,0,0.0000,100,1.0000,0,0.0000,0,0.0000,63,0.6300,37,0.3700,100,1.0000,0,0.0000,206847.0,2068.47,4.949,5.043,0.0495,0.0504,128,100,325.0,0.0,310.9375,0.0,31,0.8378,63,1.0,245.3125,183.5938
90.0,32,128,4,2,20,nodes32_pods128_prio2_util090_timeout20,100,100,0,0.0000,100,1.0000,0,0.0000,0,0.0000,81,0.8100,19,0.1900,100,1.0000,0,0.0000,279853.0,2798.53,4.983,5.106,0.0498,0.0511,128,100,459.375,0.0,151.5625,0.0,18,0.9474,80,0.9877,326.5625,107.0312
90.0,32,128,4,4,1,nodes32_pods128_prio4_util090_timeout01,100,100,0,0.0000,93,0.9300,8,0.0800,1,0.0100,48,0.4800,43,0.4300,91,0.9100,0,0.0000,58125.0,625.0,3.14,3.277,0.0314,0.0328,128,93,289.8438,6.25,475.0,7.0312,22,0.5116,39,0.8125,140.625,164.0625
90.0,32,128,4,4,10,nodes32_pods128_prio4_util090_timeout10,100,100,0,0.0000,99,0.9900,1,0.0100,1,0.0100,91,0.9100,7,0.0700,98,0.9800,0,0.0000,112773.0,1139.1212,3.746,3.782,0.0375,0.0378,128,99,642.9688,14.0625,78.9062,0.7812,3,0.4286,70,0.7692,309.375,28.9062
90.0,32,128,4,4,20,nodes32_pods128_prio4_util090_timeout20,100,100,0,0.0000,99,0.9900,1,0.0100,3,0.0300,95,0.9500,1,0.0100,96,0.9600,0,0.0000,115383.0,1165.4848,3.702,3.804,0.037,0.038,128,99,672.6562,13.2812,11.7188,0.0,0,0.0,76,0.8,329.6875,3.125
95.0,4,16,4,1,1,nodes4_pods16_prio1_util095_timeout01,100,98,2,0.0200,84,0.8400,14,0.1400,0,0.0000,83,0.8300,1,0.0100,84,0.8400,0,0.0000,20732.0,246.8095,8.372,8.182,0.0854,0.0835,16,84,1268.75,87.5,6.25,0.0,0,0.0,53,0.6386,787.5,6.25
95.0,4,16,4,1,10,nodes4_pods16_prio1_util095_timeout10,100,98,2,0.0200,84,0.8400,14,0.1400,0,0.0000,84,0.8400,0,0.0000,84,0.8400,0,0.0000,21334.0,253.9762,8.522,8.069,0.087,0.0823,16,84,1275.0,87.5,0.0,0.0,0,,53,0.631,793.75,0.0
95.0,4,16,4,1,20,nodes4_pods16_prio1_util095_timeout20,100,98,2,0.0200,82,0.8200,16,0.1600,0,0.0000,82,0.8200,0,0.0000,82,0.8200,0,0.0000,19425.0,236.8902,8.323,8.238,0.0849,0.0841,16,82,1250.0,75.0,0.0,0.0,0,,52,0.6341,781.25,0.0
95.0,4,16,4,2,1,nodes4_pods16_prio2_util095_timeout01,100,98,2,0.0200,83,0.8300,16,0.1600,23,0.2300,59,0.5900,0,0.0000,59,0.5900,0,0.0000,13429.0,161.7952,4.09,4.287,0.0417,0.0437,16,83,556.25,200.0,0.0,0.0,0,,15,0.2542,412.5,0.0
95.0,4,16,4,2,10,nodes4_pods16_prio2_util095_timeout10,100,98,2,0.0200,83,0.8300,16,0.1600,24,0.2400,58,0.5800,0,0.0000,58,0.5800,0,0.0000,13947.0,168.0361,4.054,4.209,0.0414,0.0429,16,83,562.5,193.75,0.0,0.0,0,,15,0.2586,406.25,0.0
95.0,4,16,4,2,20,nodes4_pods16_prio2_util095_timeout20,100,98,2,0.0200,82,0.8200,17,0.1700,23,0.2300,58,0.5800,0,0.0000,58,0.5800,0,0.0000,13682.0,166.8537,4.23,4.228,0.0432,0.0431,16,82,575.0,187.5,0.0,0.0,0,,15,0.2586,406.25,0.0
95.0,4,16,4,4,1,nodes4_pods16_prio4_util095_timeout01,100,98,2,0.0200,81,0.8100,18,0.1800,45,0.4500,35,0.3500,0,0.0000,35,0.3500,0,0.0000,11286.0,139.3333,1.786,1.908,0.0182,0.0195,16,81,237.5,181.25,0.0,0.0,0,,2,0.0571,181.25,0.0
95.0,4,16,4,4,10,nodes4_pods16_prio4_util095_timeout10,100,98,2,0.0200,85,0.8500,15,0.1500,48,0.4800,35,0.3500,0,0.0000,35,0.3500,0,0.0000,12411.0,146.0118,1.951,1.867,0.0199,0.0191,16,85,237.5,187.5,0.0,0.0,0,,2,0.0571,181.25,0.0
95.0,4,16,4,4,20,nodes4_pods16_prio4_util095_timeout20,100,98,2,0.0200,85,0.8500,15,0.1500,48,0.4800,35,0.3500,0,0.0000,35,0.3500,0,0.0000,12211.0,143.6588,2.035,2.106,0.0208,0.0215,16,85,262.5,175.0,0.0,0.0,0,,3,0.0857,187.5,0.0
95.0,4,32,8,1,1,nodes4_pods32_prio1_util095_timeout01,100,84,16,0.1600,81,0.8100,3,0.0300,0,0.0000,80,0.8000,1,0.0100,81,0.8100,0,0.0000,14676.0,181.1852,3.62,4.015,0.0431,0.0478,32,81,346.875,0.0,9.375,0.0,1,1.0,80,1.0,321.875,9.375
95.0,4,32,8,1,10,nodes4_pods32_prio1_util095_timeout10,100,85,15,0.1500,84,0.8400,1,0.0100,1,0.0100,83,0.8300,0,0.0000,83,0.8300,0,0.0000,15820.0,188.3333,3.62,4.015,0.0426,0.0472,32,84,368.75,0.0,0.0,0.0,0,,83,1.0,337.5,0.0
95.0,4,32,8,1,20,nodes4_pods32_prio1_util095_timeout20,100,85,15,0.1500,83,0.8300,2,0.0200,1,0.0100,82,0.8200,0,0.0000,82,0.8200,0,0.0000,14704.0,177.1566,3.62,4.015,0.0426,0.0472,32,83,346.875,0.0,0.0,0.0,0,,82,1.0,331.25,0.0
95.0,4,32,8,2,1,nodes4_pods32_prio2_util095_timeout01,100,84,16,0.1600,83,0.8300,1,0.0100,7,0.0700,75,0.7500,1,0.0100,76,0.7600,0,0.0000,14699.0,177.0964,3.226,3.162,0.0384,0.0376,32,83,412.5,0.0,12.5,0.0,1,1.0,74,0.9867,278.125,3.125
95.0,4,32,8,2,10,nodes4_pods32_prio2_util095_timeout10,100,85,15,0.1500,82,0.8200,3,0.0300,8,0.0800,74,0.7400,0,0.0000,74,0.7400,0,0.0000,14368.0,175.2195,3.235,3.154,0.0381,0.0371,32,82,403.125,0.0,0.0,0.0,0,,73,0.9865,271.875,0.0
95.0,4,32,8,2,20,nodes4_pods32_prio2_util095_timeout20,100,84,16,0.1600,82,0.8200,2,0.0200,7,0.0700,75,0.7500,0,0.0000,75,0.7500,0,0.0000,14800.0,180.4878,3.235,3.154,0.0385,0.0375,32,82,406.25,0.0,0.0,0.0,0,,74,0.9867,278.125,0.0
95.0,4,32,8,4,1,nodes4_pods32_prio4_util095_timeout01,100,83,17,0.1700,73,0.7300,11,0.1100,22,0.2200,50,0.5000,0,0.0000,50,0.5000,0,0.0000,10869.0,148.8904,1.929,1.911,0.0232,0.023,32,73,268.75,21.875,0.0,0.0,0,,43,0.86,178.125,0.0
95.0,4,32,8,4,10,nodes4_pods32_prio4_util095_timeout10,100,83,17,0.1700,77,0.7700,7,0.0700,24,0.2400,52,0.5200,0,0.0000,52,0.5200,0,0.0000,12471.0,161.961,1.906,1.968,0.023,0.0237,32,77,278.125,25.0,0.0,0.0,0,,44,0.8462,178.125,0.0
95.0,4,32,8,4,20,nodes4_pods32_prio4_util095_timeout20,100,83,17,0.1700,77,0.7700,6,0.0600,25,0.2500,52,0.5200,0,0.0000,52,0.5200,0,0.0000,12849.0,166.8701,2.08,2.179,0.0251,0.0263,32,77,306.25,21.875,0.0,0.0,0,,45,0.8654,184.375,0.0
95.0,8,32,4,1,1,nodes8_pods32_prio1_util095_timeout01,100,100,0,0.0000,100,1.0000,2,0.0200,0,0.0000,11,0.1100,87,0.8700,98,0.9800,0,0.0000,68036.0,680.36,8.968,8.994,0.0897,0.0899,32,100,140.625,0.0,2596.875,15.625,26,0.2989,11,1.0,112.5,659.375
95.0,8,32,4,1,10,nodes8_pods32_prio1_util095_timeout10,100,100,0,0.0000,98,0.9800,2,0.0200,0,0.0000,65,0.6500,33,0.3300,98,0.9800,0,0.0000,264594.0,2699.9388,11.414,11.571,0.1141,0.1157,32,98,1046.875,0.0,878.125,3.125,28,0.8485,64,0.9846,653.125,328.125
