job_name,plugin_config,seed,T_end_s_mean,delta_U_pct_cpu_mean,delta_U_pct_mem_mean,delta_U_pct_eff_mean,delta_R_num_p1_mean,delta_R_num_p2_mean,delta_R_num_p3_mean,delta_R_num_p4_mean,delta_R_num_total_mean,delta_D_num_p1_mean,delta_D_num_p2_mean,delta_D_num_p3_mean,delta_D_num_p4_mean,delta_D_num_total_mean,delta_L_ms_p1_mean,delta_L_ms_p2_mean,delta_L_ms_p3_mean,delta_L_ms_p4_mean,delta_L_ms_total_mean,solver_attempts_mean,solver_optimal_mean,solver_feasible_mean,solver_failed_mean,plan_not_applicable_mean,plan_activated_mean
nodes=16_prio=4_arrival=2s,mode=periodic32s_blocking=0_defpreempt=1,2219457405427907235,7199.8102,-0.0778,-0.0373,-0.0275,-0.0447,-0.0038,-0.0022,0.0008,-0.05,-30.0,-8.0,-3.0,-3.0,-44.0,73.9648,-5.8373,-4.8978,-18.9078,18.8558,1.0,1.0,0.0,0.0,0.0,1.0
nodes=16_prio=4_arrival=2s,mode=periodic32s_blocking=0_defpreempt=1,3848061858430934892,7199.7841,-0.067,-0.0831,-0.0514,-0.0794,0.0227,-0.0021,0.0028,-0.0559,51.0,5.0,2.0,-2.0,56.0,-109.6876,-19.1732,8.5882,5.0767,-39.7989,13.0,12.0,0.0,1.0,0.0,12.0
nodes=16_prio=4_arrival=4s,mode=periodic32s_blocking=0_defpreempt=1,1420052706459400740,7199.8819,0.0777,0.3096,0.1248,0.0763,-0.002,0.0029,-0.0006,0.0767,66.0,-1.0,0.0,-1.0,64.0,22.2846,-7.9818,-36.2903,-23.8901,-4.0991,9.0,9.0,0.0,0.0,0.0,9.0
nodes=16_prio=4_arrival=4s,mode=periodic32s_blocking=0_defpreempt=1,2219457405427907235,7199.8444,0.1809,0.1562,0.1419,0.1081,0.0044,-0.0007,0.0036,0.1153,79.0,0.0,-4.0,0.0,75.0,230.5013,4.171,-22.1386,9.8361,71.408,13.0,13.0,0.0,0.0,0.0,13.0
nodes=16_prio=4_arrival=4s,mode=periodic32s_blocking=0_defpreempt=1,3848061858430934892,7199.8093,0.3898,0.1605,0.3925,0.1507,-0.0009,0.0021,-0.0001,0.1519,38.0,0.0,0.0,-3.0,35.0,266.7283,17.5119,-11.1801,11.9727,88.5082,26.0,20.0,0.0,6.0,0.0,20.0
nodes=16_prio=4_arrival=8s,mode=periodic32s_blocking=0_defpreempt=1,1420052706459400740,7199.3543,0.3161,0.5637,0.4106,0.2557,-0.0057,-0.0025,-0.0006,0.2469,36.0,0.0,0.0,0.0,36.0,-340.1445,37.9147,-22.67,-35.7143,-113.0309,19.0,18.0,0.0,1.0,0.0,18.0
nodes=16_prio=4_arrival=8s,mode=periodic32s_blocking=0_defpreempt=1,2219457405427907235,7199.6877,0.3746,0.9233,0.9258,0.3916,-0.003,0.003,-0.0004,0.3912,33.0,3.0,1.0,0.0,37.0,658.5799,-15.8118,32.8767,7.5188,206.3251,13.0,11.0,0.0,2.0,0.0,11.0
nodes=16_prio=4_arrival=8s,mode=periodic32s_blocking=0_defpreempt=1,3848061858430934892,7199.5554,1.9016,0.3016,1.895,0.599,-0.0048,-0.002,-0.0033,0.5889,133.0,-1.0,1.0,0.0,133.0,436.7738,-13.8912,2.2703,-49.8442,116.7908,19.0,19.0,0.0,0.0,0.0,19.0
nodes=32_prio=1_arrival=16s,mode=periodic32s_blocking=0_defpreempt=1,1420052706459400740,7199.6236,1.1883,1.0191,1.2424,1.265,0.0,0.0,0.0,1.265,-15.0,,,,-15.0,-518.8715,,,,-518.8715,36.0,13.0,0.0,23.0,0.0,13.0
nodes=32_prio=1_arrival=16s,mode=periodic32s_blocking=0_defpreempt=1,2219457405427907235,7199.7906,4.2086,1.2219,4.3382,2.8689,0.0,0.0,0.0,2.8689,-5.0,,,,-5.0,1027.8755,,,,1027.8755,28.0,14.0,0.0,14.0,0.0,14.0
nodes=32_prio=1_arrival=16s,mode=periodic32s_blocking=0_defpreempt=1,3848061858430934892,7199.5069,2.3757,0.3521,2.3757,1.3214,0.0,0.0,0.0,1.3214,-56.0,,,,-56.0,-9306.8456,,,,-9306.8456,23.0,7.0,1.0,15.0,0.0,8.0
nodes=32_prio=1_arrival=1s,mode=periodic32s_blocking=0_defpreempt=1,1420052706459400740,7199.284,-0.1485,-0.0552,-0.1013,-0.1029,0.0,0.0,0.0,-0.1029,33.0,,,,33.0,6.7572,,,,6.7572,4.0,3.0,0.0,1.0,0.0,3.0
nodes=32_prio=1_arrival=1s,mode=periodic32s_blocking=0_defpreempt=1,2219457405427907235,7199.1219,0.3623,0.3092,0.3637,0.1234,0.0,0.0,0.0,0.1234,-154.0,,,,-154.0,-145.6072,,,,-145.6072,9.0,7.0,0.0,2.0,0.0,7.0
nodes=32_prio=1_arrival=1s,mode=periodic32s_blocking=0_defpreempt=1,3848061858430934892,7199.4238,0.2415,0.1452,0.2416,0.0979,0.0,0.0,0.0,0.0979,-61.0,,,,-61.0,-24.5877,,,,-24.5877,6.0,6.0,0.0,0.0,0.0,6.0
nodes=32_prio=1_arrival=2s,mode=periodic32s_blocking=0_defpreempt=1,1420052706459400740,7199.8326,0.2489,0.221,0.2929,0.0771,0.0,0.0,0.0,0.0771,-95.0,,,,-95.0,-7.9616,,,,-7.9616,9.0,8.0,0.0,1.0,0.0,8.0
nodes=32_prio=1_arrival=2s,mode=periodic32s_blocking=0_defpreempt=1,2219457405427907235,7199.7017,0.3782,0.0244,0.3587,0.1261,0.0,0.0,0.0,0.1261,-90.0,,,,-90.0,252.1097,,,,252.1097,10.0,8.0,0.0,2.0,0.0,8.0
nodes=32_prio=1_arrival=2s,mode=periodic32s_blocking=0_defpreempt=1,3848061858430934892,7199.5816,0.2768,0.0234,0.2768,0.1245,0.0,0.0,0.0,0.1245,1.0,,,,1.0,-107.7158,,,,-107.7158,8.0,8.0,0.0,0.0,0.0,8.0
nodes=32_prio=1_arrival=4s,mode=periodic32s_blocking=0_defpreempt=1,1420052706459400740,7199.1138,0.8077,0.2453,0.8022,0.589,0.0,0.0,0.0,0.589,24.0,,,,24.0,178.4467,,,,178.4467,15.0,10.0,0.0,5.0,0.0,10.0
nodes=32_prio=1_arrival=4s,mode=periodic32s_blocking=0_defpreempt=1,2219457405427907235,7199.8334,1.6071,0.6795,1.5723,1.3898,0.0,0.0,0.0,1.3898,45.0,,,,45.0,-2298.5733,,,,-2298.5733,11.0,8.0,0.0,3.0,0.0,8.0
nodes=32_prio=1_arrival=4s,mode=periodic32s_blocking=0_defpreempt=1,3848061858430934892,7199.854,1.2404,0.2328,1.2404,0.8188,0.0,0.0,0.0,0.8188,-17.0,,,,-17.0,-1534.3115,,,,-1534.3115,9.0,5.0,0.0,4.0,0.0,5.0
nodes=32_prio=1_arrival=8s,mode=periodic32s_blocking=0_defpreempt=1,1420052706459400740,7199.977,0.5525,0.3862,0.5699,0.4742,0.0,0.0,0.0,0.4742,7.0,,,,7.0,193.3749,,,,193.3749,32.0,14.0,0.0,18.0,0.0,14.0
nodes=32_prio=1_arrival=8s,mode=periodic32s_blocking=0_defpreempt=1,2219457405427907235,7199.8724,2.3007,0.8323,2.404,1.8211,0.0,0.0,0.0,1.8211,20.0,,,,20.0,-1916.252,,,,-1916.252,29.0,6.0,0.0,23.0,0.0,6.0
nodes=32_prio=1_arrival=8s,mode=periodic32s_blocking=0_defpreempt=1,3848061858430934892,7198.946,0.107,0.1089,0.107,0.1243,0.0,0.0,0.0,0.1243,47.0,,,,47.0,1859.6946,,,,1859.6946,24.0,3.0,0.0,21.0,0.0,3.0
nodes=32_prio=4_arrival=16s,mode=periodic32s_blocking=0_defpreempt=1,1420052706459400740,7199.9003,0.283,0.3721,0.2829,0.5052,-0.002,-0.0064,-0.0021,0.4948,26.0,0.0,0.0,0.0,26.0,1185.5695,-54.2986,-28.7081,-53.3333,369.8466,22.0,13.0,0.0,9.0,0.0,13.0
nodes=32_prio=4_arrival=16s,mode=periodic32s_blocking=0_defpreempt=1,2219457405427907235,7199.6602,0.3964,0.9532,0.9533,0.8036,0.0006,-0.0026,-0.0005,0.8011,55.0,2.0,-1.0,0.0,56.0,816.0364,-52.9367,-45.0843,74.0741,263.0988,13.0,12.0,0.0,1.0,0.0,12.0
nodes=32_prio=4_arrival=16s,mode=periodic32s_blocking=0_defpreempt=1,3848061858430934892,7199.9645,1.425,0.5061,1.4251,1.1154,-0.004,-0.0016,-0.0047,1.105,70.0,0.0,0.0,0.0,70.0,-2327.3208,15.0376,-28.436,41.958,-759.3835,14.0,11.0,0.0,3.0,0.0,11.0
nodes=32_prio=4_arrival=1s,mode=periodic32s_blocking=0_defpreempt=1,1420052706459400740,7199.9021,-0.1374,0.0257,-0.1202,-0.045,0.0006,-0.0069,-0.0051,-0.0564,-73.0,3.0,4.0,-1.0,-67.0,14.2329,-13.5237,-16.3874,-4.4066,-2.8508,5.0,5.0,0.0,0.0,0.0,5.0
nodes=32_prio=4_arrival=1s,mode=periodic32s_blocking=0_defpreempt=1,2219457405427907235,7199.3863,-0.0423,0.0607,0.0274,0.0022,-0.0116,-0.0016,0.0035,-0.0075,44.0,-15.0,1.0,4.0,34.0,76.8113,-1.3962,23.7614,5.8222,31.0632,,,,,,
nodes=32_prio=4_arrival=1s,mode=periodic32s_blocking=0_defpreempt=1,3848061858430934892,7199.9221,-0.0252,-0.1473,-0.0274,-0.0835,-0.0011,0.0013,-0.0059,-0.0892,-63.0,3.0,0.0,1.0,-59.0,124.3261,2.6162,10.0381,-1.34,42.4818,2.0,2.0,0.0,0.0,0.0,2.0
nodes=32_prio=4_arrival=2s,mode=periodic32s_blocking=0_defpreempt=1,1420052706459400740,7199.1171,0.1942,-0.0464,0.1859,0.0923,-0.0091,-0.0217,-0.0195,0.0421,-10.0,-2.0,5.0,-3.0,-10.0,42.2042,-0.4125,1.121,2.3403,13.4227,5.0,5.0,0.0,0.0,0.0,5.0
nodes=32_prio=4_arrival=2s,mode=periodic32s_blocking=0_defpreempt=1,2219457405427907235,7199.4974,0.0433,0.2348,0.185,0.1627,0.004,0.0013,-0.0044,0.1636,117.0,0.0,3.0,-3.0,117.0,26.1089,-0.0494,8.6996,34.6571,17.7368,10.0,10.0,0.0,0.0,0.0,10.0
nodes=32_prio=4_arrival=2s,mode=periodic32s_blocking=0_defpreempt=1,3848061858430934892,7199.0297,0.4113,0.1412,0.4058,0.306,-0.0078,-0.0019,-0.0045,0.2917,48.0,-5.0,-2.0,-3.0,38.0,21.6397,17.4721,-9.2623,-10.658,9.0041,14.0,13.0,0.0,1.0,0.0,13.0
nodes=32_prio=4_arrival=4s,mode=periodic32s_blocking=0_defpreempt=1,1420052706459400740,7199.031,0.16,0.2079,0.1744,0.1904,0.0053,0.0023,-0.0005,0.1976,57.0,-1.0,0.0,-1.0,55.0,-50.2579,5.7013,-20.1613,12.9227,-16.0844,14.0,11.0,0.0,3.0,0.0,11.0
nodes=32_prio=4_arrival=4s,mode=periodic32s_blocking=0_defpreempt=1,2219457405427907235,7199.239,0.2184,-0.0419,0.1766,0.048,-0.0029,-0.0042,0.0026,0.0435,55.0,-1.0,-1.0,-3.0,50.0,-303.3663,-10.7199,40.0525,20.0529,-93.4993,14.0,13.0,0.0,1.0,0.0,13.0
nodes=32_prio=4_arrival=4s,mode=periodic32s_blocking=0_defpreempt=1,3848061858430934892,7199.2652,1.1523,0.4871,1.1524,0.8673,-0.0152,-0.0028,-0.007,0.8423,116.0,-1.0,4.0,0.0,119.0,136.6254,24.9281,13.5064,-20.7407,46.4824,24.0,24.0,0.0,0.0,0.0,24.0
nodes=32_prio=4_arrival=8s,mode=periodic32s_blocking=0_defpreempt=1,1420052706459400740,7199.5816,0.2425,0.3678,0.2835,0.3329,-0.0007,-0.0025,0.0038,0.3334,56.0,0.0,0.0,0.0,56.0,272.0947,-21.327,0.0,-10.7143,67.3788,16.0,15.0,0.0,1.0,0.0,15.0
nodes=32_prio=4_arrival=8s,mode=periodic32s_blocking=0_defpreempt=1,2219457405427907235,7199.5509,0.3464,0.3833,0.3839,0.3998,-0.0023,-0.0006,-0.0027,0.3943,63.0,0.0,-3.0,0.0,60.0,-818.861,-13.9211,19.7911,33.8346,-253.4893,14.0,11.0,1.0,2.0,0.0,12.0
nodes=32_prio=4_arrival=8s,mode=periodic32s_blocking=0_defpreempt=1,3848061858430934892,7199.4329,0.7946,0.2964,0.7948,0.5256,0.0577,0.0031,0.0046,0.5911,48.0,1.0,0.0,0.0,49.0,784.8508,-26.1563,-2.451,0.0,240.0932,18.0,16.0,1.0,1.0,0.0,17.0
nodes=16_prio=1_arrival=16s,mode=periodic32s_blocking=1_defpreempt=0,1420052706459400740,7199.4177,2.0807,1.7361,2.2822,1.0673,0.0,0.0,0.0,1.0673,-21.0,,,,-21.0,2028.6579,,,,2028.6579,20.0,13.0,0.0,7.0,0.0,13.0
nodes=16_prio=1_arrival=16s,mode=periodic32s_blocking=1_defpreempt=0,2219457405427907235,7199.8189,3.2308,0.674,2.7432,0.8933,0.0,0.0,0.0,0.8933,-39.0,,,,-39.0,-3301.97,,,,-3301.97,14.0,10.0,0.0,4.0,0.0,10.0
nodes=16_prio=1_arrival=16s,mode=periodic32s_blocking=1_defpreempt=0,3848061858430934892,7199.1566,3.6086,1.4983,3.6085,1.2064,0.0,0.0,0.0,1.2064,-7.0,,,,-7.0,-2493.0958,,,,-2493.0958,20.0,11.0,1.0,8.0,0.0,12.0
nodes=16_prio=1_arrival=1s,mode=periodic32s_blocking=1_defpreempt=0,1420052706459400740,7199.6498,-0.1158,-0.0491,-0.1756,-0.1417,0.0,0.0,0.0,-0.1417,-21.0,,,,-21.0,146.8308,,,,146.8308,1.0,1.0,0.0,0.0,0.0,1.0
nodes=16_prio=1_arrival=1s,mode=periodic32s_blocking=1_defpreempt=0,2219457405427907235,7199.7707,-0.2693,-0.1958,-0.1828,-0.1233,0.0,0.0,0.0,-0.1233,-109.0,,,,-109.0,71.5483,,,,71.5483,4.0,4.0,0.0,0.0,0.0,4.0
nodes=16_prio=1_arrival=1s,mode=periodic32s_blocking=1_defpreempt=0,3848061858430934892,7199.5467,-0.469,-0.1287,-0.4686,-0.1996,0.0,0.0,0.0,-0.1996,-84.0,,,,-84.0,19.2331,,,,19.2331,1.0,1.0,0.0,0.0,0.0,1.0
nodes=16_prio=1_arrival=2s,mode=periodic32s_blocking=1_defpreempt=0,1420052706459400740,7199.2237,0.1885,0.0781,0.1915,0.0367,0.0,0.0,0.0,0.0367,-60.0,,,,-60.0,216.5743,,,,216.5743,6.0,4.0,0.0,2.0,0.0,4.0
nodes=16_prio=1_arrival=2s,mode=periodic32s_blocking=1_defpreempt=0,2219457405427907235,7199.2399,0.1564,-0.2483,0.0473,-0.0824,0.0,0.0,0.0,-0.0824,-63.0,,,,-63.0,117.8777,,,,117.8777,7.0,6.0,0.0,1.0,0.0,6.0
nodes=16_prio=1_arrival=2s,mode=periodic32s_blocking=1_defpreempt=0,3848061858430934892,7199.716,0.7322,0.7694,0.7324,0.0318,0.0,0.0,0.0,0.0318,-160.0,,,,-160.0,-315.9119,,,,-315.9119,6.0,5.0,0.0,1.0,0.0,5.0
nodes=16_prio=1_arrival=4s,mode=periodic32s_blocking=1_defpreempt=0,1420052706459400740,7199.737,0.1827,-0.178,0.226,-0.0431,0.0,0.0,0.0,-0.0431,2.0,,,,2.0,449.1819,,,,449.1819,9.0,8.0,0.0,1.0,0.0,8.0
nodes=16_prio=1_arrival=4s,mode=periodic32s_blocking=1_defpreempt=0,2219457405427907235,7199.2343,1.5609,-0.0811,1.4438,0.2685,0.0,0.0,0.0,0.2685,-128.0,,,,-128.0,744.9224,,,,744.9224,12.0,8.0,0.0,4.0,0.0,8.0
nodes=16_prio=1_arrival=4s,mode=periodic32s_blocking=1_defpreempt=0,3848061858430934892,7199.6254,2.0671,0.2385,2.0675,0.4559,0.0,0.0,0.0,0.4559,-99.0,,,,-99.0,-454.9099,,,,-454.9099,11.0,7.0,0.0,4.0,0.0,7.0
nodes=16_prio=1_arrival=8s,mode=periodic32s_blocking=1_defpreempt=0,1420052706459400740,7199.3403,0.3256,0.3586,0.4465,0.1744,0.0,0.0,0.0,0.1744,17.0,,,,17.0,649.1984,,,,649.1984,11.0,10.0,0.0,1.0,0.0,10.0
nodes=16_prio=1_arrival=8s,mode=periodic32s_blocking=1_defpreempt=0,2219457405427907235,7199.8468,1.417,0.3102,1.2879,0.353,0.0,0.0,0.0,0.353,-44.0,,,,-44.0,1535.669,,,,1535.669,13.0,7.0,0.0,6.0,0.0,7.0
nodes=16_prio=1_arrival=8s,mode=periodic32s_blocking=1_defpreempt=0,3848061858430934892,7199.1185,3.4845,0.9296,3.4847,1.1099,0.0,0.0,0.0,1.1099,-86.0,,,,-86.0,-73.65,,,,-73.65,12.0,6.0,2.0,4.0,0.0,8.0
nodes=16_prio=4_arrival=16s,mode=periodic32s_blocking=1_defpreempt=0,1420052706459400740,7199.1949,-0.1934,1.028,-0.1587,1.267,-0.2,-0.4214,-0.2738,0.3718,-197.0,-39.0,-41.0,-23.0,-300.0,-4803.7737,4733.6781,3272.1861,10300.3675,2750.1925,17.0,9.0,0.0,8.0,0.0,9.0
nodes=16_prio=4_arrival=16s,mode=periodic32s_blocking=1_defpreempt=0,2219457405427907235,7199.9146,0.1628,1.5376,1.5088,0.748,-0.4429,-0.489,-0.2028,-0.3866,-212.0,-84.0,-86.0,-40.0,-422.0,16759.5116,9863.0717,14124.3376,7915.7053,13090.71,15.0,10.0,0.0,5.0,0.0,10.0
nodes=16_prio=4_arrival=16s,mode=periodic32s_blocking=1_defpreempt=0,3848061858430934892,7199.4187,2.5846,0.512,2.5481,1.2275,-0.2752,-0.2101,-0.1117,0.6305,-148.0,-73.0,-48.0,-30.0,-299.0,1846.4128,1364.311,5236.2109,4569.5278,3042.3834,15.0,13.0,1.0,1.0,0.0,14.0
nodes=16_prio=4_arrival=1s,mode=periodic32s_blocking=1_defpreempt=0,1420052706459400740,7199.4537,-0.3551,0.7116,0.3973,1.5846,-0.7513,-0.4562,-0.3943,-0.0172,-2141.0,-487.0,-396.0,-313.0,-3337.0,331.924,868.192,506.5369,533.3163,556.688,2.0,1.0,0.0,1.0,0.0,1.0
nodes=16_prio=4_arrival=1s,mode=periodic32s_blocking=1_defpreempt=0,2219457405427907235,7199.8349,-0.3505,0.2462,-0.0736,1.4389,-0.565,-0.5192,-0.354,0.0008,-2128.0,-474.0,-395.0,-265.0,-3262.0,189.9985,549.7913,674.1437,616.599,482.7726,,,,,,
nodes=16_prio=4_arrival=1s,mode=periodic32s_blocking=1_defpreempt=0,3848061858430934892,7199.8247,1.0455,-0.2941,0.9976,1.2675,-0.4738,-0.4116,-0.3187,0.0633,-1840.0,-469.0,-330.0,-237.0,-2876.0,240.963,425.3145,639.1465,499.3164,426.4221,1.0,1.0,0.0,0.0,0.0,1.0
nodes=16_prio=4_arrival=2s,mode=periodic32s_blocking=1_defpreempt=0,1420052706459400740,7199.7404,-0.2548,0.7706,-0.1379,1.2724,-0.5477,-0.3432,-0.3253,0.0562,-1484.0,-341.0,-247.0,-206.0,-2278.0,392.3809,1109.2687,840.888,1224.9734,858.1832,2.0,2.0,0.0,0.0,0.0,2.0
nodes=16_prio=4_arrival=2s,mode=periodic32s_blocking=1_defpreempt=0,2219457405427907235,7199.1712,-0.5118,0.272,-0.0423,1.1537,-0.6019,-0.5933,-0.3617,-0.4033,-1360.0,-324.0,-305.0,-205.0,-2194.0,811.0075,1633.149,1633.7744,1252.5359,1313.4733,6.0,6.0,0.0,0.0,0.0,6.0
nodes=16_prio=4_arrival=2s,mode=periodic32s_blocking=1_defpreempt=0,3848061858430934892,7199.7841,1.1122,-0.275,1.1033,1.0617,-0.4384,-0.3454,-0.2531,0.0247,-1072.0,-288.0,-214.0,-176.0,-1750.0,342.9938,1072.8825,945.4836,743.0053,754.0442,7.0,7.0,0.0,0.0,0.0,7.0
nodes=16_prio=4_arrival=4s,mode=periodic32s_blocking=1_defpreempt=0,1420052706459400740,7199.8473,-0.1574,1.5664,0.3714,1.1934,-0.37,-0.3949,-0.2672,0.1614,-649.0,-178.0,-111.0,-122.0,-1060.0,1641.0629,1950.3022,2778.4233,1814.2464,2054.0807,9.0,9.0,0.0,0.0,0.0,9.0
nodes=16_prio=4_arrival=4s,mode=periodic32s_blocking=1_defpreempt=0,2219457405427907235,7199.8332,0.4733,0.5007,0.5505,1.2986,-0.3918,-0.5091,-0.2207,0.177,-692.0,-184.0,-164.0,-108.0,-1148.0,929.3696,1967.724,2708.3982,1821.3115,1810.1493,12.0,11.0,0.0,1.0,0.0,11.0
nodes=16_prio=4_arrival=4s,mode=periodic32s_blocking=1_defpreempt=0,3848061858430934892,7199.8093,1.6716,0.1126,1.6702,1.1543,-0.3534,-0.3017,-0.2748,0.2244,-673.0,-204.0,-140.0,-142.0,-1159.0,434.2326,1737.0509,1707.8784,2007.0059,1365.883,10.0,10.0,0.0,0.0,0.0,10.0
nodes=16_prio=4_arrival=8s,mode=periodic32s_blocking=1_defpreempt=0,1420052706459400740,7199.8367,0.1842,1.3125,0.4048,1.0466,-0.3106,-0.2598,-0.3487,0.1275,-341.0,-85.0,-67.0,-64.0,-557.0,1972.3271,3486.1969,2652.6906,6651.7196,3382.7714,18.0,18.0,0.0,0.0,0.0,18.0
nodes=16_prio=4_arrival=8s,mode=periodic32s_blocking=1_defpreempt=0,2219457405427907235,7199.2108,0.4802,1.3771,1.3644,1.0356,-0.3201,-0.3773,-0.225,0.1133,-358.0,-101.0,-100.0,-58.0,-617.0,5259.2792,3356.4482,3021.4009,3983.5526,4076.5886,11.0,8.0,0.0,3.0,0.0,8.0
nodes=16_prio=4_arrival=8s,mode=periodic32s_blocking=1_defpreempt=0,3848061858430934892,7199.8549,2.7049,0.1693,2.6985,1.3209,-0.2745,-0.2435,-0.2274,0.5756,-325.0,-110.0,-73.0,-76.0,-584.0,1388.0226,1805.0152,2587.9213,3925.9839,2214.1159,10.0,10.0,0.0,0.0,0.0,10.0
nodes=32_prio=1_arrival=16s,mode=periodic32s_blocking=1_defpreempt=0,1420052706459400740,7199.4813,1.2398,1.0769,1.3891,1.3587,0.0,0.0,0.0,1.3587,-3.0,,,,-3.0,-850.3344,,,,-850.3344,38.0,16.0,0.0,22.0,0.0,16.0
nodes=32_prio=1_arrival=16s,mode=periodic32s_blocking=1_defpreempt=0,2219457405427907235,7199.7906,3.9364,1.0558,4.0446,2.5207,0.0,0.0,0.0,2.5207,2.0,,,,2.0,4497.6181,,,,4497.6181,37.0,15.0,0.0,22.0,0.0,15.0
nodes=32_prio=1_arrival=16s,mode=periodic32s_blocking=1_defpreempt=0,3848061858430934892,7199.8193,2.1765,0.5696,2.1765,1.5642,0.0,0.0,0.0,1.5642,-19.0,,,,-19.0,-8769.2927,,,,-8769.2927,31.0,6.0,1.0,24.0,0.0,7.0
nodes=32_prio=1_arrival=1s,mode=periodic32s_blocking=1_defpreempt=0,1420052706459400740,7199.5787,0.0392,0.0794,0.065,0.1021,0.0,0.0,0.0,0.1021,54.0,,,,54.0,-9.6232,,,,-9.6232,4.0,3.0,0.0,1.0,0.0,3.0
nodes=32_prio=1_arrival=1s,mode=periodic32s_blocking=1_defpreempt=0,2219457405427907235,7199.2362,0.276,0.2751,0.2786,0.1715,0.0,0.0,0.0,0.1715,-23.0,,,,-23.0,-123.0115,,,,-123.0115,9.0,7.0,0.0,2.0,0.0,7.0
nodes=32_prio=1_arrival=1s,mode=periodic32s_blocking=1_defpreempt=0,3848061858430934892,7199.8054,0.0599,0.1134,0.0599,-0.0216,0.0,0.0,0.0,-0.0216,-44.0,,,,-44.0,33.7157,,,,33.7157,9.0,8.0,0.0,1.0,0.0,8.0
nodes=32_prio=1_arrival=2s,mode=periodic32s_blocking=1_defpreempt=0,1420052706459400740,7199.8326,0.1953,0.101,0.2148,0.1178,0.0,0.0,0.0,0.1178,-12.0,,,,-12.0,-13.395,,,,-13.395,6.0,4.0,0.0,2.0,0.0,4.0
nodes=32_prio=1_arrival=2s,mode=periodic32s_blocking=1_defpreempt=0,2219457405427907235,7199.093,0.5218,0.0966,0.5131,0.2996,0.0,0.0,0.0,0.2996,-2.0,,,,-2.0,56.3888,,,,56.3888,6.0,5.0,0.0,1.0,0.0,5.0
nodes=32_prio=1_arrival=2s,mode=periodic32s_blocking=1_defpreempt=0,3848061858430934892,7199.0867,0.118,-0.0122,0.118,0.0297,0.0,0.0,0.0,0.0297,42.0,,,,42.0,-32.513,,,,-32.513,10.0,6.0,0.0,4.0,0.0,6.0
nodes=32_prio=1_arrival=4s,mode=periodic32s_blocking=1_defpreempt=0,1420052706459400740,7199.4845,0.7155,0.2692,0.7155,0.5323,0.0,0.0,0.0,0.5323,20.0,,,,20.0,320.4974,,,,320.4974,15.0,7.0,0.0,8.0,0.0,7.0
nodes=32_prio=1_arrival=4s,mode=periodic32s_blocking=1_defpreempt=0,2219457405427907235,7199.0873,1.3939,0.3816,1.3572,1.1087,0.0,0.0,0.0,1.1087,66.0,,,,66.0,-1565.0497,,,,-1565.0497,16.0,12.0,0.0,4.0,0.0,12.0
nodes=32_prio=1_arrival=4s,mode=periodic32s_blocking=1_defpreempt=0,3848061858430934892,7199.7602,1.1192,0.2179,1.1192,0.6998,0.0,0.0,0.0,0.6998,-13.0,,,,-13.0,-1476.0785,,,,-1476.0785,11.0,6.0,0.0,5.0,0.0,6.0
nodes=32_prio=1_arrival=8s,mode=periodic32s_blocking=1_defpreempt=0,1420052706459400740,7199.7115,0.5356,0.3132,0.5078,0.4808,0.0,0.0,0.0,0.4808,32.0,,,,32.0,649.898,,,,649.898,34.0,15.0,0.0,19.0,0.0,15.0
nodes=32_prio=1_arrival=8s,mode=periodic32s_blocking=1_defpreempt=0,2219457405427907235,7199.1936,2.304,0.5544,2.3984,1.655,0.0,0.0,0.0,1.655,15.0,,,,15.0,-3182.2926,,,,-3182.2926,24.0,8.0,0.0,16.0,0.0,8.0
nodes=32_prio=1_arrival=8s,mode=periodic32s_blocking=1_defpreempt=0,3848061858430934892,7199.1976,0.7668,0.0448,0.7668,0.2978,0.0,0.0,0.0,0.2978,-8.0,,,,-8.0,880.5181,,,,880.5181,11.0,4.0,0.0,7.0,0.0,4.0
nodes=32_prio=4_arrival=16s,mode=periodic32s_blocking=1_defpreempt=0,1420052706459400740,7199.9003,-0.1874,-0.1054,-0.1872,1.2012,-0.3217,-0.44,-0.6499,-0.2103,-134.0,-37.0,-27.0,-21.0,-219.0,4288.0518,6438.5206,7799.1207,30047.2868,10480.685,32.0,14.0,0.0,18.0,0.0,14.0
nodes=32_prio=4_arrival=16s,mode=periodic32s_blocking=1_defpreempt=0,2219457405427907235,7199.2325,0.4181,1.0238,1.024,1.1889,-0.1594,-0.2438,-0.107,0.6786,-99.0,-32.0,-39.0,-31.0,-201.0,2102.8827,2412.2807,4951.5191,1504.9477,2781.4165,11.0,10.0,0.0,1.0,0.0,10.0
nodes=32_prio=4_arrival=16s,mode=periodic32s_blocking=1_defpreempt=0,3848061858430934892,7199.0133,1.2755,0.398,1.2756,1.6407,-0.3943,-0.2989,-0.1178,0.8298,-64.0,-28.0,-23.0,-13.0,-128.0,616.7989,5861.5657,9603.8621,1809.7902,4331.2343,18.0,10.0,0.0,8.0,0.0,10.0
nodes=32_prio=4_arrival=1s,mode=periodic32s_blocking=1_defpreempt=0,1420052706459400740,7199.9021,-0.4875,-0.1016,-0.4304,1.088,-0.5958,-0.4624,-0.3884,-0.3586,-1822.0,-397.0,-271.0,-240.0,-2730.0,285.5232,547.3485,606.0539,629.4118,496.4613,5.0,5.0,0.0,0.0,0.0,5.0
