job_name,plugin_config,seed,T_end_s_mean,delta_U_pct_cpu_mean,delta_U_pct_mem_mean,delta_U_pct_eff_mean,delta_R_num_p1_mean,delta_R_num_p2_mean,delta_R_num_p3_mean,delta_R_num_p4_mean,delta_R_num_total_mean,delta_D_num_p1_mean,delta_D_num_p2_mean,delta_D_num_p3_mean,delta_D_num_p4_mean,delta_D_num_total_mean,delta_L_ms_p1_mean,delta_L_ms_p2_mean,delta_L_ms_p3_mean,delta_L_ms_p4_mean,delta_L_ms_total_mean,solver_attempts_mean,solver_optimal_mean,solver_feasible_mean,solver_failed_mean,plan_not_applicable_mean,plan_activated_mean
nodes=32_prio=4_arrival=2s,mode=schedulingfailure_blocking=0_defpreempt=0,3848061858430934892,7199.0297,0.9494,-0.1389,0.9443,0.6214,-0.8743,-0.5478,0.5876,-0.2131,-805.0,-572.0,-393.0,-301.0,-2071.0,2272.2493,2527.7567,2004.4473,1979.7708,2230.4695,260.0,193.0,20.0,47.0,4.0,209.0
nodes=32_prio=4_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=0,1420052706459400740,7199.4159,0.3313,0.4516,0.3861,0.9279,-0.7044,-0.4627,-0.3143,-0.5536,-367.0,-277.0,-202.0,-134.0,-980.0,3399.5982,4834.4515,3803.546,2506.656,3691.9737,190.0,124.0,8.0,58.0,4.0,128.0
nodes=32_prio=4_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=0,2219457405427907235,7199.5686,0.2679,0.2325,0.6382,0.5492,-0.79,-0.6068,-0.3306,-1.1783,-409.0,-323.0,-270.0,-147.0,-1149.0,3412.6356,6013.4564,4676.0363,3929.664,4443.3258,202.0,132.0,7.0,63.0,0.0,139.0
nodes=32_prio=4_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=0,3848061858430934892,7199.6407,1.9374,0.3528,1.9377,1.5032,-0.5334,-0.3497,-0.2471,0.373,-264.0,-281.0,-183.0,-129.0,-857.0,2416.0132,2741.5869,2400.3056,1970.3134,2424.4026,176.0,132.0,12.0,32.0,5.0,139.0
nodes=32_prio=4_arrival=8s,mode=schedulingfailure_blocking=0_defpreempt=0,1420052706459400740,7199.6072,0.3519,0.4939,0.4184,0.807,-0.4422,-0.2776,-0.235,-0.1478,-179.0,-95.0,-88.0,-61.0,-423.0,5244.4469,5572.1843,3865.4635,4538.8617,4892.5889,118.0,76.0,0.0,42.0,2.0,74.0
nodes=32_prio=4_arrival=8s,mode=schedulingfailure_blocking=0_defpreempt=0,2219457405427907235,7199.0153,0.2352,0.3021,0.302,0.1617,-0.4906,-0.458,-0.1586,-0.9456,-226.0,-109.0,-126.0,-59.0,-520.0,16465.1591,6910.118,6631.3979,3843.2313,9566.9471,133.0,52.0,0.0,81.0,0.0,52.0
nodes=32_prio=4_arrival=8s,mode=schedulingfailure_blocking=0_defpreempt=0,3848061858430934892,7199.8378,1.1793,0.2918,1.1793,1.0972,-0.3679,-0.2621,-0.1794,0.2879,-102.0,-119.0,-80.0,-67.0,-368.0,2627.6529,4736.1673,3947.8773,3206.233,3593.5714,125.0,80.0,10.0,35.0,1.0,89.0
nodes=16_prio=1_arrival=16s,mode=schedulingfailure_blocking=0_defpreempt=1,1420052706459400740,7199.5141,2.4335,2.2854,2.7691,1.2212,0.0,0.0,0.0,1.2212,-3.0,,,,-3.0,1021.2614,,,,1021.2614,119.0,59.0,5.0,55.0,0.0,64.0
nodes=16_prio=1_arrival=16s,mode=schedulingfailure_blocking=0_defpreempt=1,2219457405427907235,7199.858,3.419,0.7974,2.9928,0.8224,0.0,0.0,0.0,0.8224,-18.0,,,,-18.0,-621.7565,,,,-621.7565,101.0,46.0,5.0,50.0,1.0,50.0
nodes=16_prio=1_arrival=16s,mode=schedulingfailure_blocking=0_defpreempt=1,3848061858430934892,7199.4415,4.2585,1.5532,4.2584,1.2868,0.0,0.0,0.0,1.2868,-18.0,,,,-18.0,-299.1316,,,,-299.1316,154.0,75.0,18.0,61.0,2.0,91.0
nodes=16_prio=1_arrival=1s,mode=schedulingfailure_blocking=0_defpreempt=1,1420052706459400740,7199.7428,-3.248,-2.8371,-2.854,-4.9682,0.0,0.0,0.0,-4.9682,-3671.0,,,,-3671.0,2739.2749,,,,2739.2749,403.0,233.0,7.0,163.0,14.0,226.0
nodes=16_prio=1_arrival=1s,mode=schedulingfailure_blocking=0_defpreempt=1,2219457405427907235,7199.7301,-2.5974,-2.7056,-2.3554,-4.7426,0.0,0.0,0.0,-4.7426,-4331.0,,,,-4331.0,2458.7004,,,,2458.7004,464.0,288.0,12.0,164.0,19.0,281.0
nodes=16_prio=1_arrival=1s,mode=schedulingfailure_blocking=0_defpreempt=1,3848061858430934892,7199.2729,-2.5297,-3.1254,-2.53,-4.2854,0.0,0.0,0.0,-4.2854,-3747.0,,,,-3747.0,1885.9226,,,,1885.9226,434.0,298.0,43.0,93.0,15.0,326.0
nodes=16_prio=1_arrival=2s,mode=schedulingfailure_blocking=0_defpreempt=1,1420052706459400740,7199.0828,-0.6559,-0.6603,-0.2668,-1.9217,0.0,0.0,0.0,-1.9217,-1290.0,,,,-1290.0,2794.0039,,,,2794.0039,318.0,178.0,17.0,123.0,2.0,193.0
nodes=16_prio=1_arrival=2s,mode=schedulingfailure_blocking=0_defpreempt=1,2219457405427907235,7199.7721,-0.7287,-1.2846,-0.5345,-2.2905,0.0,0.0,0.0,-2.2905,-1701.0,,,,-1701.0,2775.2747,,,,2775.2747,331.0,180.0,12.0,139.0,8.0,184.0
nodes=16_prio=1_arrival=2s,mode=schedulingfailure_blocking=0_defpreempt=1,3848061858430934892,7199.1559,0.2507,-0.676,0.251,-1.9413,0.0,0.0,0.0,-1.9413,-1499.0,,,,-1499.0,1802.3178,,,,1802.3178,339.0,209.0,60.0,70.0,4.0,265.0
nodes=16_prio=1_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=1,1420052706459400740,7199.3071,0.4166,0.1206,0.5781,-0.6242,0.0,0.0,0.0,-0.6242,-358.0,,,,-358.0,2270.6144,,,,2270.6144,211.0,114.0,12.0,85.0,2.0,124.0
nodes=16_prio=1_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=1,2219457405427907235,7199.7023,1.971,5.0515,3.8619,1.8661,0.0,0.0,0.0,1.8661,-849.0,,,,-849.0,5535.6728,,,,5535.6728,257.0,103.0,15.0,139.0,0.0,118.0
nodes=16_prio=1_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=1,3848061858430934892,7199.8078,2.3482,-0.2987,2.3484,-0.2178,0.0,0.0,0.0,-0.2178,-458.0,,,,-458.0,1338.1955,,,,1338.1955,222.0,130.0,37.0,55.0,5.0,162.0
nodes=16_prio=1_arrival=8s,mode=schedulingfailure_blocking=0_defpreempt=1,1420052706459400740,7199.298,0.5247,0.6022,0.6634,-0.0504,0.0,0.0,0.0,-0.0504,-77.0,,,,-77.0,2802.8981,,,,2802.8981,158.0,77.0,7.0,74.0,0.0,84.0
nodes=16_prio=1_arrival=8s,mode=schedulingfailure_blocking=0_defpreempt=1,2219457405427907235,7198.7797,1.6685,0.6542,1.6704,0.1863,0.0,0.0,0.0,0.1863,-124.0,,,,-124.0,3920.3743,,,,3920.3743,165.0,81.0,5.0,79.0,2.0,84.0
nodes=16_prio=1_arrival=8s,mode=schedulingfailure_blocking=0_defpreempt=1,3848061858430934892,7199.2159,3.563,0.6998,3.5633,0.7893,0.0,0.0,0.0,0.7893,-74.0,,,,-74.0,2001.3979,,,,2001.3979,170.0,95.0,24.0,51.0,1.0,118.0
nodes=16_prio=4_arrival=16s,mode=schedulingfailure_blocking=0_defpreempt=1,1420052706459400740,7199.1949,0.2218,1.2411,0.2956,0.4182,-0.1163,-0.0972,-0.0955,0.1092,12.0,-49.0,-40.0,-20.0,-97.0,3981.7955,2932.7581,2838.085,3868.2051,3578.9489,103.0,44.0,4.0,55.0,1.0,47.0
nodes=16_prio=4_arrival=16s,mode=schedulingfailure_blocking=0_defpreempt=1,2219457405427907235,7199.8727,0.2752,1.1815,1.1744,0.3855,-0.1756,-0.1428,-0.0767,-0.0096,123.0,-57.0,-72.0,-38.0,-44.0,6501.6481,5165.6546,4749.7297,3012.7439,5239.5502,151.0,55.0,21.0,75.0,1.0,75.0
nodes=16_prio=4_arrival=16s,mode=schedulingfailure_blocking=0_defpreempt=1,3848061858430934892,7199.7796,2.7533,0.8207,2.7414,1.084,-0.148,-0.1176,-0.064,0.7546,219.0,-61.0,-32.0,-25.0,101.0,-631.0908,3310.5927,3903.1746,2676.2475,2084.0962,148.0,82.0,12.0,54.0,0.0,94.0
nodes=16_prio=4_arrival=1s,mode=schedulingfailure_blocking=0_defpreempt=1,1420052706459400740,7199.7855,-3.7239,-3.159,-3.2474,-1.9775,-1.3549,-0.981,-0.7839,-5.0973,-1562.0,-1136.0,-986.0,-774.0,-4458.0,2272.4822,2216.1049,1877.2535,1570.2763,2027.0517,496.0,360.0,28.0,108.0,20.0,368.0
nodes=16_prio=4_arrival=1s,mode=schedulingfailure_blocking=0_defpreempt=1,2219457405427907235,7199.413,-3.5744,-3.3874,-3.509,-0.9978,-1.3537,-1.0741,-0.7649,-4.1905,-1410.0,-1244.0,-953.0,-696.0,-4303.0,2578.3866,2039.8254,2076.7456,2006.9134,2205.733,494.0,371.0,19.0,104.0,14.0,376.0
nodes=16_prio=4_arrival=1s,mode=schedulingfailure_blocking=0_defpreempt=1,3848061858430934892,7199.4566,-1.6198,-3.1712,-1.6631,-1.5087,-1.0671,-0.7984,-0.633,-4.0072,-651.0,-1132.0,-836.0,-662.0,-3281.0,1746.4571,1411.1253,1367.8603,1539.813,1529.1435,536.0,442.0,18.0,76.0,16.0,444.0
nodes=16_prio=4_arrival=2s,mode=schedulingfailure_blocking=0_defpreempt=1,1420052706459400740,7199.7404,-1.7254,-1.4782,-1.6821,-0.7186,-0.7979,-0.6536,-0.5379,-2.708,-685.0,-634.0,-503.0,-445.0,-2267.0,2388.7729,2504.2643,2433.6896,2296.49,2424.3974,379.0,266.0,19.0,94.0,4.0,281.0
nodes=16_prio=4_arrival=2s,mode=schedulingfailure_blocking=0_defpreempt=1,2219457405427907235,7198.0082,-1.7482,-1.4635,-1.4553,-1.1398,-0.5531,-0.6082,-0.474,-2.7752,-567.0,-571.0,-502.0,-347.0,-1987.0,2637.9719,2289.3969,2121.2809,2298.2405,2377.3235,339.0,225.0,26.0,88.0,4.0,247.0
nodes=16_prio=4_arrival=2s,mode=schedulingfailure_blocking=0_defpreempt=1,3848061858430934892,7199.7841,0.2431,-1.4926,0.2402,-0.5036,-0.5482,-0.4213,-0.3304,-1.8034,118.0,-546.0,-390.0,-326.0,-1144.0,1767.113,1415.8234,1399.1745,1443.2769,1530.1646,476.0,342.0,18.0,116.0,5.0,355.0
nodes=16_prio=4_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=1,1420052706459400740,7199.2789,-0.5631,0.5833,-0.1839,-0.0685,-0.4691,-0.3242,-0.304,-1.1658,-155.0,-300.0,-203.0,-171.0,-829.0,3442.9873,3138.5366,2370.8783,2788.4528,3012.4678,229.0,137.0,14.0,78.0,0.0,151.0
nodes=16_prio=4_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=1,2219457405427907235,7198.8789,-0.4789,-0.4111,-0.1357,-0.3263,-0.4295,-0.4078,-0.2397,-1.4033,0.0,-249.0,-222.0,-178.0,-649.0,2120.2427,3008.0279,3319.4753,2270.8485,2684.6062,255.0,162.0,32.0,61.0,2.0,192.0
nodes=16_prio=4_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=1,3848061858430934892,7198.2557,0.991,-0.5396,0.9916,0.075,-0.3856,-0.2216,-0.2727,-0.8049,197.0,-321.0,-168.0,-204.0,-496.0,1473.7736,2074.8868,1661.9889,2273.654,1832.2188,384.0,224.0,21.0,139.0,6.0,239.0
nodes=16_prio=4_arrival=8s,mode=schedulingfailure_blocking=0_defpreempt=1,1420052706459400740,7199.6284,0.0273,0.6945,0.228,0.1382,-0.2327,-0.1812,-0.1931,-0.4688,33.0,-96.0,-105.0,-52.0,-220.0,4242.3548,3376.4865,2369.4403,5014.5363,3754.2348,174.0,94.0,11.0,69.0,1.0,104.0
nodes=16_prio=4_arrival=8s,mode=schedulingfailure_blocking=0_defpreempt=1,2219457405427907235,7199.5717,-0.0386,1.0967,1.077,0.2166,-0.2119,-0.1785,-0.1213,-0.2951,142.0,-110.0,-105.0,-60.0,-133.0,4800.429,2778.7827,3228.307,3029.427,3631.8736,188.0,99.0,16.0,73.0,0.0,115.0
nodes=16_prio=4_arrival=8s,mode=schedulingfailure_blocking=0_defpreempt=1,3848061858430934892,7199.7136,2.5509,0.1117,2.5537,0.8381,-0.1671,-0.1441,-0.1534,0.3734,250.0,-117.0,-76.0,-82.0,-25.0,1718.0538,1698.8383,2119.6434,2918.0255,2019.0559,231.0,146.0,17.0,68.0,2.0,161.0
nodes=32_prio=1_arrival=16s,mode=schedulingfailure_blocking=0_defpreempt=1,1420052706459400740,7199.3476,1.4513,1.396,1.663,1.4756,0.0,0.0,0.0,1.4756,-51.0,,,,-51.0,-175.5278,,,,-175.5278,128.0,48.0,3.0,77.0,0.0,51.0
nodes=32_prio=1_arrival=16s,mode=schedulingfailure_blocking=0_defpreempt=1,2219457405427907235,7199.668,4.1085,1.1388,4.3156,2.3461,0.0,0.0,0.0,2.3461,-68.0,,,,-68.0,7510.4743,,,,7510.4743,103.0,27.0,2.0,74.0,0.0,29.0
nodes=32_prio=1_arrival=16s,mode=schedulingfailure_blocking=0_defpreempt=1,3848061858430934892,7199.0911,2.1677,0.2572,2.1677,0.6545,0.0,0.0,0.0,0.6545,-140.0,,,,-140.0,-2248.7921,,,,-2248.7921,123.0,26.0,3.0,94.0,0.0,29.0
nodes=32_prio=1_arrival=1s,mode=schedulingfailure_blocking=0_defpreempt=1,1420052706459400740,7199.8669,-2.1458,-2.3739,-2.0803,-7.2362,0.0,0.0,0.0,-7.2362,-4527.0,,,,-4527.0,4555.9031,,,,4555.9031,386.0,238.0,1.0,147.0,21.0,218.0
nodes=32_prio=1_arrival=1s,mode=schedulingfailure_blocking=0_defpreempt=1,2219457405427907235,7199.5884,-1.4254,-1.5761,-1.3417,-6.1636,0.0,0.0,0.0,-6.1636,-4860.0,,,,-4860.0,3579.134,,,,3579.134,389.0,235.0,2.0,152.0,7.0,230.0
nodes=32_prio=1_arrival=1s,mode=schedulingfailure_blocking=0_defpreempt=1,3848061858430934892,7199.5621,-1.0771,-1.7794,-1.0772,-5.1533,0.0,0.0,0.0,-5.1533,-4192.0,,,,-4192.0,2554.1372,,,,2554.1372,353.0,247.0,6.0,100.0,10.0,243.0
nodes=32_prio=1_arrival=2s,mode=schedulingfailure_blocking=0_defpreempt=1,1420052706459400740,7199.7291,-0.772,-0.722,-0.5399,-3.6027,0.0,0.0,0.0,-3.6027,-1842.0,,,,-1842.0,5364.132,,,,5364.132,280.0,141.0,0.0,139.0,3.0,138.0
nodes=32_prio=1_arrival=2s,mode=schedulingfailure_blocking=0_defpreempt=1,2219457405427907235,7198.9163,-0.0405,-0.6947,-0.0394,-2.4609,0.0,0.0,0.0,-2.4609,-1791.0,,,,-1791.0,3217.0119,,,,3217.0119,263.0,152.0,4.0,107.0,6.0,150.0
nodes=32_prio=1_arrival=2s,mode=schedulingfailure_blocking=0_defpreempt=1,3848061858430934892,7199.7225,0.0653,-0.8939,0.0653,-2.4749,0.0,0.0,0.0,-2.4749,-1462.0,,,,-1462.0,2394.7131,,,,2394.7131,257.0,172.0,1.0,84.0,8.0,165.0
nodes=32_prio=1_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=1,1420052706459400740,7199.7902,0.8219,0.0238,0.8457,-0.7774,0.0,0.0,0.0,-0.7774,-540.0,,,,-540.0,4523.7265,,,,4523.7265,207.0,94.0,2.0,111.0,1.0,95.0
nodes=32_prio=1_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=1,2219457405427907235,7199.7655,1.487,0.3033,1.4881,-0.0523,0.0,0.0,0.0,-0.0523,-562.0,,,,-562.0,1771.1302,,,,1771.1302,202.0,104.0,0.0,98.0,1.0,103.0
nodes=32_prio=1_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=1,3848061858430934892,7198.2785,1.1477,-0.2477,1.1477,-0.4573,0.0,0.0,0.0,-0.4573,-504.0,,,,-504.0,1328.7849,,,,1328.7849,162.0,92.0,4.0,66.0,1.0,95.0
nodes=32_prio=1_arrival=8s,mode=schedulingfailure_blocking=0_defpreempt=1,1420052706459400740,7199.8038,0.4364,0.2338,0.4445,-0.4318,0.0,0.0,0.0,-0.4318,-185.0,,,,-185.0,5856.8484,,,,5856.8484,164.0,64.0,3.0,97.0,0.0,67.0
nodes=32_prio=1_arrival=8s,mode=schedulingfailure_blocking=0_defpreempt=1,2219457405427907235,7199.6523,1.8689,0.3253,2.016,0.0137,0.0,0.0,0.0,0.0137,-275.0,,,,-275.0,10338.388,,,,10338.388,158.0,46.0,0.0,112.0,1.0,45.0
nodes=32_prio=1_arrival=8s,mode=schedulingfailure_blocking=0_defpreempt=1,3848061858430934892,7199.8587,0.5809,-0.1962,0.5809,-0.5916,0.0,0.0,0.0,-0.5916,-184.0,,,,-184.0,5435.3921,,,,5435.3921,140.0,48.0,3.0,89.0,0.0,51.0
nodes=32_prio=4_arrival=16s,mode=schedulingfailure_blocking=0_defpreempt=1,1420052706459400740,7199.7327,0.0694,-0.1355,0.0692,-0.1289,-0.1222,-0.1087,-0.1221,-0.4819,-14.0,-34.0,-26.0,-17.0,-91.0,8767.2222,3194.1588,3081.9149,4967.6692,5108.2866,103.0,34.0,0.0,69.0,0.0,34.0
nodes=32_prio=4_arrival=16s,mode=schedulingfailure_blocking=0_defpreempt=1,2219457405427907235,7199.4559,0.4649,1.1534,1.1534,0.9135,-0.1165,-0.1134,-0.0663,0.6173,76.0,-43.0,-34.0,-23.0,-24.0,4056.0062,3238.3677,3324.9691,2293.8982,3441.4617,72.0,41.0,4.0,27.0,0.0,45.0
nodes=32_prio=4_arrival=16s,mode=schedulingfailure_blocking=0_defpreempt=1,3848061858430934892,7199.6268,1.7762,0.5315,1.7762,1.3627,-0.1069,-0.089,-0.0554,1.1114,100.0,-41.0,-30.0,-18.0,11.0,-2609.6988,2074.0132,2657.4062,1931.021,628.0894,80.0,42.0,9.0,29.0,0.0,51.0
nodes=32_prio=4_arrival=1s,mode=schedulingfailure_blocking=0_defpreempt=1,1420052706459400740,7199.7014,-2.2718,-2.1462,-2.2459,-2.7892,-1.398,-1.106,-0.8917,-6.1848,-508.0,-1135.0,-971.0,-811.0,-3425.0,3101.3459,2421.6423,2293.9408,2019.1106,2529.9066,475.0,397.0,2.0,76.0,10.0,389.0
nodes=32_prio=4_arrival=1s,mode=schedulingfailure_blocking=0_defpreempt=1,2219457405427907235,7199.7707,-2.1315,-2.0528,-2.0081,-2.836,-1.4635,-1.2432,-0.7721,-6.3149,-809.0,-1207.0,-953.0,-664.0,-3633.0,3129.9073,2526.1809,2607.5409,2146.7028,2650.6398,421.0,338.0,4.0,79.0,6.0,336.0
nodes=32_prio=4_arrival=1s,mode=schedulingfailure_blocking=0_defpreempt=1,3848061858430934892,7199.534,-1.5506,-2.1917,-1.555,-2.712,-1.2457,-0.8716,-0.7321,-5.5614,-204.0,-1107.0,-789.0,-612.0,-2712.0,2545.6955,1960.2682,1777.2487,1898.9271,2087.1673,431.0,368.0,3.0,60.0,8.0,363.0
nodes=32_prio=4_arrival=2s,mode=schedulingfailure_blocking=0_defpreempt=1,1420052706459400740,7199.5763,-0.445,-0.7934,-0.4566,-0.8093,-0.7134,-0.5448,-0.4438,-2.5113,-287.0,-499.0,-391.0,-346.0,-1523.0,2728.2748,2125.1665,2057.165,1946.7363,2266.1218,305.0,241.0,3.0,61.0,8.0,236.0
nodes=32_prio=4_arrival=2s,mode=schedulingfailure_blocking=0_defpreempt=1,2219457405427907235,7199.5372,-0.5145,-0.2276,-0.169,-0.7401,-0.768,-0.6657,-0.4406,-2.6144,-26.0,-559.0,-408.0,-298.0,-1291.0,2881.7913,2587.1995,2699.0231,2442.8794,2694.8071,289.0,216.0,5.0,68.0,2.0,219.0
nodes=32_prio=4_arrival=2s,mode=schedulingfailure_blocking=0_defpreempt=1,3848061858430934892,7199.0297,0.4324,-0.4647,0.4262,-0.1724,-0.5539,-0.3834,-0.3262,-1.4359,40.0,-448.0,-338.0,-243.0,-989.0,1834.0626,1467.0279,1310.1397,1614.7604,1580.3558,279.0,223.0,10.0,46.0,6.0,227.0
nodes=32_prio=4_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=1,1420052706459400740,7199.434,-0.0562,0.1071,-0.015,-0.1172,-0.402,-0.2583,-0.2411,-1.0186,-31.0,-217.0,-158.0,-116.0,-522.0,3588.5638,2954.0679,1975.382,2413.5188,2816.7953,199.0,129.0,4.0,66.0,1.0,132.0
nodes=32_prio=4_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=1,2219457405427907235,7199.8711,-0.0937,-0.1216,0.1662,-0.3828,-0.4332,-0.4272,-0.2139,-1.4571,37.0,-238.0,-225.0,-138.0,-564.0,3031.1405,2860.8556,3104.9401,2230.7585,2867.0555,208.0,136.0,8.0,64.0,1.0,143.0
nodes=32_prio=4_arrival=4s,mode=schedulingfailure_blocking=0_defpreempt=1,3848061858430934892,7198.1198,1.6343,0.2379,1.6344,1.005,-0.3478,-0.2428,-0.2414,0.1731,223.0,-244.0,-128.0,-133.0,-282.0,2071.4664,1783.2585,1757.4606,1989.3658,1913.604,188.0,153.0,7.0,28.0,2.0,158.0
nodes=32_prio=4_arrival=8s,mode=schedulingfailure_blocking=0_defpreempt=1,1420052706459400740,7199.6147,0.2373,0.4141,0.303,0.1855,-0.1971,-0.1507,-0.1517,-0.3139,23.0,-65.0,-59.0,-57.0,-158.0,3144.622,3049.1457,2432.8693,3227.2742,2940.4076,114.0,72.0,2.0,40.0,0.0,74.0
nodes=32_prio=4_arrival=8s,mode=schedulingfailure_blocking=0_defpreempt=1,2219457405427907235,7199.3081,-0.068,0.0442,0.0436,-0.3868,-0.218,-0.1846,-0.1303,-0.9196,-51.0,-85.0,-102.0,-63.0,-301.0,6732.7917,2791.7466,2850.1484,2767.4358,4143.7235,137.0,54.0,1.0,82.0,0.0,55.0
nodes=32_prio=4_arrival=8s,mode=schedulingfailure_blocking=0_defpreempt=1,3848061858430934892,7199.1218,1.0346,0.2796,1.0346,0.619,-0.1454,-0.1403,-0.094,0.2393,104.0,-86.0,-61.0,-41.0,-84.0,2311.7084,2350.0675,2010.0441,1888.1509,2170.8013,131.0,83.0,14.0,34.0,0.0,97.0
nodes=16_prio=1_arrival=16s,mode=schedulingfailure_blocking=1_defpreempt=0,1420052706459400740,7199.1802,2.4117,2.2444,2.7292,1.1588,0.0,0.0,0.0,1.1588,-23.0,,,,-23.0,2135.4305,,,,2135.4305,111.0,51.0,8.0,52.0,0.0,59.0
nodes=16_prio=1_arrival=16s,mode=schedulingfailure_blocking=1_defpreempt=0,2219457405427907235,7199.0837,3.6393,0.9535,3.1835,1.0458,0.0,0.0,0.0,1.0458,30.0,,,,30.0,-2983.806,,,,-2983.806,89.0,45.0,7.0,37.0,0.0,52.0
nodes=16_prio=1_arrival=16s,mode=schedulingfailure_blocking=1_defpreempt=0,3848061858430934892,7199.8229,4.2071,1.5406,4.2068,1.3119,0.0,0.0,0.0,1.3119,16.0,,,,16.0,-1215.7794,,,,-1215.7794,151.0,75.0,18.0,58.0,2.0,91.0
nodes=16_prio=1_arrival=1s,mode=schedulingfailure_blocking=1_defpreempt=0,1420052706459400740,7199.6183,-3.3381,-2.8709,-2.9194,-5.0556,0.0,0.0,0.0,-5.0556,-3674.0,,,,-3674.0,2769.3571,,,,2769.3571,407.0,235.0,6.0,166.0,11.0,230.0
nodes=16_prio=1_arrival=1s,mode=schedulingfailure_blocking=1_defpreempt=0,2219457405427907235,7199.3726,-2.6585,-2.7583,-2.3737,-4.8438,0.0,0.0,0.0,-4.8438,-4290.0,,,,-4290.0,2401.7134,,,,2401.7134,468.0,288.0,14.0,166.0,20.0,282.0
nodes=16_prio=1_arrival=1s,mode=schedulingfailure_blocking=1_defpreempt=0,3848061858430934892,7199.5692,-2.6591,-3.2346,-2.6602,-4.5207,0.0,0.0,0.0,-4.5207,-3827.0,,,,-3827.0,1998.6686,,,,1998.6686,445.0,306.0,40.0,99.0,20.0,326.0
nodes=16_prio=1_arrival=2s,mode=schedulingfailure_blocking=1_defpreempt=0,1420052706459400740,7199.1237,-0.7196,-0.7922,-0.4,-2.0266,0.0,0.0,0.0,-2.0266,-1344.0,,,,-1344.0,2753.4794,,,,2753.4794,324.0,188.0,12.0,124.0,8.0,192.0
nodes=16_prio=1_arrival=2s,mode=schedulingfailure_blocking=1_defpreempt=0,2219457405427907235,7199.7721,-0.5364,-1.1699,-0.4149,-2.0258,0.0,0.0,0.0,-2.0258,-1583.0,,,,-1583.0,2710.6831,,,,2710.6831,313.0,169.0,12.0,132.0,7.0,174.0
nodes=16_prio=1_arrival=2s,mode=schedulingfailure_blocking=1_defpreempt=0,3848061858430934892,7199.0808,0.4557,-0.6081,0.4556,-1.7883,0.0,0.0,0.0,-1.7883,-1478.0,,,,-1478.0,1660.1407,,,,1660.1407,329.0,196.0,45.0,88.0,3.0,238.0
nodes=16_prio=1_arrival=4s,mode=schedulingfailure_blocking=1_defpreempt=0,1420052706459400740,7199.0584,0.5078,0.2005,0.6625,-0.5277,0.0,0.0,0.0,-0.5277,-328.0,,,,-328.0,2187.2929,,,,2187.2929,210.0,117.0,10.0,83.0,2.0,125.0
nodes=16_prio=1_arrival=4s,mode=schedulingfailure_blocking=1_defpreempt=0,2219457405427907235,7199.4493,1.6549,0.0857,1.6674,-0.3093,0.0,0.0,0.0,-0.3093,-444.0,,,,-444.0,2695.8126,,,,2695.8126,229.0,119.0,28.0,82.0,1.0,146.0
nodes=16_prio=1_arrival=4s,mode=schedulingfailure_blocking=1_defpreempt=0,3848061858430934892,7197.3564,2.224,-0.3988,2.224,-0.3986,0.0,0.0,0.0,-0.3986,-529.0,,,,-529.0,1775.8861,,,,1775.8861,222.0,121.0,36.0,65.0,2.0,155.0
nodes=16_prio=1_arrival=8s,mode=schedulingfailure_blocking=1_defpreempt=0,1420052706459400740,7199.2626,0.5315,0.7125,0.7087,-0.0048,0.0,0.0,0.0,-0.0048,-47.0,,,,-47.0,2249.5646,,,,2249.5646,151.0,78.0,7.0,66.0,2.0,83.0
nodes=16_prio=1_arrival=8s,mode=schedulingfailure_blocking=1_defpreempt=0,2219457405427907235,7198.646,1.5629,0.5348,1.5504,0.1238,0.0,0.0,0.0,0.1238,-165.0,,,,-165.0,4284.5737,,,,4284.5737,160.0,71.0,5.0,84.0,2.0,74.0
nodes=16_prio=1_arrival=8s,mode=schedulingfailure_blocking=1_defpreempt=0,3848061858430934892,7199.0186,3.6556,0.6743,3.6556,0.7292,0.0,0.0,0.0,0.7292,-124.0,,,,-124.0,2055.1756,,,,2055.1756,167.0,93.0,29.0,45.0,2.0,120.0
nodes=16_prio=4_arrival=16s,mode=schedulingfailure_blocking=1_defpreempt=0,1420052706459400740,7199.0864,-0.0428,1.2169,0.0788,0.8503,-0.2533,-0.3271,-0.1979,0.072,-134.0,-61.0,-57.0,-35.0,-287.0,9470.0797,6897.0023,10961.7225,8663.1884,9290.9468,111.0,46.0,4.0,61.0,3.0,47.0
