scheduler,job_name,n_seeds,T_end_s_mean,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,util_eff_run_mean,util_eff_req_mean,R_p1,R_p2,R_p3,R_p4,D_p1,D_p2,D_p3,D_p4,latency_first_admit_mean_total_s,latency_first_admit_mean_p1_s,latency_first_admit_mean_p2_s,latency_first_admit_mean_p3_s,latency_first_admit_mean_p4_s,solver_attempts_total,best_solver_optimal_total,best_solver_feasible_total,best_solver_failed_total,plan_not_applicable_total,plan_activated_total,T_end_s_std,cpu_run_util_mean_std,mem_run_util_mean_std,cpu_req_util_mean_std,mem_req_util_mean_std,util_eff_run_mean_std,util_eff_req_mean_std,R_p1_std,R_p2_std,R_p3_std,R_p4_std,D_p1_std,D_p2_std,D_p3_std,D_p4_std,latency_first_admit_mean_total_s_std,latency_first_admit_mean_p1_s_std,latency_first_admit_mean_p2_s_std,latency_first_admit_mean_p3_s_std,latency_first_admit_mean_p4_s_std,solver_attempts_total_std,best_solver_optimal_total_std,best_solver_feasible_total_std,best_solver_failed_total_std,plan_not_applicable_total_std,plan_activated_total_std
default,nodes=16_prio=1_arrival=16s,3,7199.8499,0.8464,0.7783,0.8908,0.802,0.8574,0.9021,764616.75,0.0,0.0,0.0,758.6667,0.0,0.0,0.0,6.7595,6.7595,,,,,,,,,,0.0196,0.0119,0.0765,0.0135,0.0762,0.0093,0.0079,66016.7102,0.0,0.0,0.0,94.6761,0.0,0.0,0.0,1.9888,1.9888,,,,,,,,,
default,nodes=16_prio=1_arrival=4s,3,7199.821,0.846,0.7714,0.8832,0.7908,0.8531,0.8917,747712.3419,0.0,0.0,0.0,2844.6667,0.0,0.0,0.0,1.6344,1.6344,,,,,,,,,,0.0127,0.0102,0.0759,0.0069,0.0809,0.0072,0.0006,72973.3061,0.0,0.0,0.0,149.0779,0.0,0.0,0.0,0.2075,0.2075,,,,,,,,,
default,nodes=16_prio=1_arrival=8s,3,7199.8681,0.8484,0.7802,0.8826,0.7999,0.8591,0.8945,762346.1902,0.0,0.0,0.0,1413.0,0.0,0.0,0.0,2.6747,2.6747,,,,,,,,,,0.0546,0.0102,0.0885,0.0123,0.0896,0.0093,0.0031,74571.5012,0.0,0.0,0.0,113.5987,0.0,0.0,0.0,0.1656,0.1656,,,,,,,,,
default,nodes=16_prio=4_arrival=16s,3,7199.6916,0.8287,0.8177,0.854,0.8442,0.8607,0.8915,231869.844,176144.7401,163063.8905,133536.89,451.6667,242.3333,210.3333,148.6667,1.4295,4.6481,0.1025,0.0822,0.091,,,,,,,0.3519,0.045,0.0363,0.0488,0.0434,0.0093,0.0013,18516.5998,35239.7508,47590.0233,24729.8017,23.6126,16.0485,4.7842,7.1336,0.4979,2.0132,0.0198,0.0219,0.018,,,,,,
default,nodes=16_prio=4_arrival=4s,3,7199.8607,0.8337,0.7937,0.8641,0.8192,0.8571,0.8912,233024.0874,175505.4938,177302.2158,128579.6864,1678.3333,949.3333,788.3333,633.0,0.4942,1.4182,0.0881,0.0854,0.0723,,,,,,,0.05,0.0301,0.0424,0.0306,0.05,0.0049,0.0007,19207.4996,7350.8839,19401.2955,24840.9345,83.8424,70.6981,27.0103,29.8105,0.1026,0.3047,0.0159,0.0115,0.0045,,,,,,
default,nodes=16_prio=4_arrival=8s,3,7199.8699,0.8269,0.808,0.8537,0.8333,0.8579,0.8918,233847.8294,181740.3562,172526.725,127038.2735,825.3333,448.3333,381.3333,285.0,0.5899,1.7268,0.093,0.072,0.0969,,,,,,,0.0192,0.0417,0.0503,0.0475,0.0606,0.0091,0.0009,23553.088,32358.026,36723.1214,22035.5605,40.1442,34.5672,22.529,24.59,0.281,0.9775,0.0165,0.0047,0.018,,,,,,
default,nodes=32_prio=1_arrival=16s,3,7199.7924,0.8552,0.7983,0.892,0.8155,0.8581,0.8962,1552657.9536,0.0,0.0,0.0,815.3333,0.0,0.0,0.0,10.6703,10.6703,,,,,,,,,,0.1307,0.0169,0.0518,0.005,0.0559,0.0175,0.0065,92761.2857,0.0,0.0,0.0,107.0898,0.0,0.0,0.0,4.6182,4.6182,,,,,,,,,
default,nodes=32_prio=1_arrival=4s,3,7199.9276,0.8644,0.7865,0.891,0.8002,0.8653,0.8925,1532784.5576,0.0,0.0,0.0,2960.6667,0.0,0.0,0.0,3.2281,3.2281,,,,,,,,,,0.0319,0.0042,0.0461,0.0011,0.051,0.0031,0.0001,95555.3895,0.0,0.0,0.0,108.8189,0.0,0.0,0.0,0.9399,0.9399,,,,,,,,,
default,nodes=32_prio=1_arrival=8s,3,7199.9283,0.8626,0.7947,0.8893,0.8098,0.8639,0.8916,1559100.7669,0.0,0.0,0.0,1500.6667,0.0,0.0,0.0,4.9117,4.9117,,,,,,,,,,0.043,0.0113,0.0487,0.0014,0.0531,0.0105,0.0005,90636.2906,0.0,0.0,0.0,59.9185,0.0,0.0,0.0,1.6268,1.6268,,,,,,,,,
default,nodes=32_prio=4_arrival=16s,3,7199.8901,0.8503,0.8133,0.8649,0.8252,0.8746,0.8919,502367.246,372650.5599,336858.9044,262108.7523,416.6667,241.3333,212.6667,149.3333,1.4548,4.4191,0.084,0.0748,0.0527,,,,,,,0.0654,0.0345,0.0474,0.0386,0.0502,0.0054,0.0007,61424.087,54798.0964,68884.1978,40528.8981,19.4822,20.5318,8.5765,9.1043,0.5561,1.7064,0.0365,0.0063,0.0341,,,,,,
default,nodes=32_prio=4_arrival=4s,3,7199.8902,0.8536,0.8081,0.8731,0.8217,0.8705,0.8917,501561.7956,369685.4309,371222.5962,270487.1233,1521.3333,946.6667,782.3333,632.0,0.4377,1.234,0.0714,0.0562,0.0674,,,,,,,0.0142,0.0228,0.0501,0.0249,0.0517,0.0067,0.0015,58572.8635,33450.6623,41269.6808,39612.1163,57.7947,65.454,26.5497,27.6526,0.1266,0.3809,0.0207,0.0172,0.0079,,,,,,
default,nodes=32_prio=4_arrival=8s,3,7199.8927,0.8526,0.8185,0.8669,0.8314,0.875,0.8916,509474.3993,375193.0473,354491.6542,263086.7682,756.0,447.3333,382.0,285.6667,0.7964,2.3362,0.07,0.0671,0.0692,,,,,,,0.0451,0.0325,0.0507,0.0334,0.0545,0.0042,0.001,66407.1377,60601.2983,66118.3175,42755.8255,51.8459,33.7277,22.3756,17.2111,0.26,0.8162,0.0169,0.0087,0.0093,,,,,,
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=16s,3,7199.6303,0.8813,0.7951,0.8908,0.802,0.8919,0.9021,774675.2106,0.0,0.0,0.0,778.6667,0.0,0.0,0.0,3.7931,3.7931,,,,52.0,24.0,4.0,24.0,0.0,28.0,0.1315,0.0113,0.0766,0.0136,0.0761,0.0073,0.0079,66064.0821,0.0,0.0,0.0,70.9194,0.0,0.0,0.0,0.6415,0.6415,,,,9.4163,2.1602,2.8284,7.0711,0.0,2.9439
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=4s,3,7199.6213,0.8645,0.7757,0.883,0.7906,0.8717,0.8916,751191.8091,0.0,0.0,0.0,2813.6667,0.0,0.0,0.0,1.8087,1.8087,,,,44.6667,29.6667,3.0,12.0,0.0,32.6667,0.3889,0.0078,0.0773,0.0067,0.081,0.0017,0.0007,72403.2893,0.0,0.0,0.0,90.7904,0.0,0.0,0.0,0.5109,0.5109,,,,4.9889,4.4969,2.9439,0.8165,0.0,4.7842
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=1_arrival=8s,3,7199.2006,0.8695,0.789,0.8825,0.7999,0.8802,0.8944,768140.5034,0.0,0.0,0.0,1430.0,0.0,0.0,0.0,2.8794,2.8794,,,,43.0,25.0,2.6667,15.3333,0.0,27.6667,0.1759,0.0114,0.0877,0.0123,0.0896,0.0024,0.003,72485.3156,0.0,0.0,0.0,78.9472,0.0,0.0,0.0,0.2936,0.2936,,,,3.7417,4.0825,1.2472,1.2472,0.0,2.8674
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=16s,3,7199.5096,0.841,0.8313,0.8541,0.8442,0.8778,0.8915,240203.2874,174656.7346,161112.1952,132435.9437,324.0,182.6667,162.0,119.0,6.7954,8.6647,4.2595,7.0315,5.9867,54.0,26.6667,2.6667,24.6667,0.0,29.3333,0.285,0.0493,0.0407,0.0487,0.0435,0.0013,0.0013,19014.3284,35043.4524,47948.962,24758.9816,56.4978,25.9272,17.2047,9.4163,2.7525,5.077,1.5999,2.4421,2.6325,5.3541,5.1854,3.0912,4.9216,0.0,8.2597
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=4s,3,7199.6766,0.8434,0.8028,0.8647,0.8198,0.8696,0.8918,241624.276,172899.3854,174811.1522,126708.3326,1078.0,740.3333,641.3333,501.0,2.0821,2.3307,1.792,2.1719,1.8823,51.6667,39.0,1.3333,11.3333,0.0,40.3333,0.2093,0.0331,0.0472,0.0304,0.0502,0.003,0.0009,19203.4294,7143.3828,20133.6304,24673.8062,79.6492,52.1302,4.9216,10.9848,0.4226,0.7231,0.3078,0.5819,0.1566,9.5336,8.4853,0.9428,3.2998,0.0,9.4281
mode=periodic8s_blocking=0_defpreempt=0,nodes=16_prio=4_arrival=8s,3,7199.6957,0.8402,0.821,0.8543,0.8342,0.8767,0.8925,242086.9993,179892.2996,170779.0515,126192.3041,562.6667,352.3333,293.0,219.3333,3.8433,4.184,3.4046,3.2894,4.6131,64.6667,35.3333,4.3333,25.0,0.3333,39.3333,0.0681,0.048,0.0557,0.0477,0.0598,0.002,0.0005,23428.3461,32075.9613,37029.8482,22039.2923,68.5582,29.6798,36.8872,15.107,1.3007,2.0476,0.9157,0.5891,1.5406,19.4822,6.9442,1.2472,14.1421,0.4714,6.1283
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=16s,3,7199.7438,0.8812,0.8089,0.8919,0.8154,0.8855,0.8961,1566581.1656,0.0,0.0,0.0,809.0,0.0,0.0,0.0,6.4036,6.4036,,,,67.6667,16.6667,0.6667,50.3333,0.0,17.3333,0.2374,0.0055,0.0559,0.005,0.0559,0.0081,0.0065,94767.3392,0.0,0.0,0.0,75.4498,0.0,0.0,0.0,0.8484,0.8484,,,,6.2361,4.4969,0.9428,4.4969,0.0,3.6818
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=4s,3,7198.7785,0.8803,0.7922,0.8909,0.8001,0.8814,0.8923,1541664.5175,0.0,0.0,0.0,3046.6667,0.0,0.0,0.0,1.609,1.609,,,,58.6667,33.6667,0.3333,24.6667,0.0,34.0,1.0802,0.0021,0.048,0.001,0.051,0.0012,0.0002,97016.2704,0.0,0.0,0.0,97.6536,0.0,0.0,0.0,0.3567,0.3567,,,,12.5521,6.3421,0.4714,6.1824,0.0,6.6833
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=1_arrival=8s,3,7198.3364,0.8761,0.8006,0.8893,0.8098,0.8781,0.8916,1566750.0346,0.0,0.0,0.0,1547.0,0.0,0.0,0.0,4.2901,4.2901,,,,69.0,21.6667,0.3333,47.0,0.0,22.0,1.6615,0.0037,0.0518,0.0014,0.0531,0.0029,0.0005,92972.172,0.0,0.0,0.0,60.5145,0.0,0.0,0.0,1.1212,1.1212,,,,5.3541,4.4969,0.4714,7.2572,0.0,4.2426
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=16s,3,7199.6973,0.8591,0.8209,0.8649,0.8253,0.8859,0.8919,512926.6339,371582.6814,335147.6663,260928.9815,358.0,219.3333,187.0,130.3333,4.9281,4.8135,3.6078,5.8424,6.0528,46.3333,22.6667,1.3333,22.3333,0.0,24.0,0.2385,0.0368,0.0502,0.0386,0.0502,0.001,0.0007,60406.437,55018.0488,68752.9217,40294.1758,42.0238,24.0046,5.7155,4.9889,1.4361,1.7786,0.7295,1.8442,6.3152,8.2597,0.4714,1.2472,9.7411,0.0,1.633
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=4s,3,7199.0873,0.8638,0.8147,0.8733,0.8218,0.8817,0.8919,512670.2438,367201.5277,369228.6267,269092.0909,1196.6667,807.0,693.0,557.0,1.6327,1.5131,1.7258,1.8921,1.3654,56.3333,44.0,0.3333,12.0,0.0,44.3333,0.0657,0.0242,0.0496,0.0249,0.0517,0.0008,0.0015,57598.15,33168.5029,40869.2934,39614.0307,106.4341,80.6102,22.0907,31.8852,0.3541,0.3129,0.5458,0.751,0.2889,8.1786,2.9439,0.4714,6.532,0.0,2.8674
mode=periodic8s_blocking=0_defpreempt=0,nodes=32_prio=4_arrival=8s,3,7199.3178,0.8596,0.8246,0.8669,0.8315,0.8826,0.8917,518757.8024,373726.6552,352215.296,261644.8983,582.3333,393.6667,326.3333,247.0,2.5559,2.8408,2.1771,1.9118,3.3477,48.0,29.0,0.6667,18.3333,0.0,29.6667,0.3325,0.0324,0.0524,0.0334,0.0545,0.0023,0.001,65782.8513,60431.71,66750.3742,42475.0632,38.0029,37.7918,38.5861,18.4932,0.1715,0.6965,0.5246,0.7386,0.8303,0.8165,6.532,0.4714,5.7927,0.0,6.1283
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=16s,3,7199.4107,0.8803,0.7937,0.8907,0.8019,0.8907,0.902,773850.8681,0.0,0.0,0.0,786.0,0.0,0.0,0.0,4.6251,4.6251,,,,53.6667,23.3333,4.0,26.3333,0.0,27.3333,0.1394,0.0109,0.0758,0.0136,0.0762,0.0069,0.0079,65965.9763,0.0,0.0,0.0,93.8119,0.0,0.0,0.0,0.8213,0.8213,,,,8.9938,2.0548,3.7417,6.7987,0.0,3.3993
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=4s,3,7199.3847,0.8638,0.7762,0.8831,0.7907,0.8712,0.8917,751362.9863,0.0,0.0,0.0,2834.3333,0.0,0.0,0.0,1.5906,1.5906,,,,44.0,28.3333,1.6667,14.0,0.0,30.0,0.2786,0.0096,0.0769,0.0068,0.081,0.0035,0.0007,72319.0516,0.0,0.0,0.0,81.1638,0.0,0.0,0.0,0.3929,0.3929,,,,6.4807,3.8586,0.4714,5.3541,0.0,3.559
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=1_arrival=8s,3,7199.4696,0.8706,0.7891,0.8826,0.7999,0.8811,0.8945,768514.4228,0.0,0.0,0.0,1436.0,0.0,0.0,0.0,2.6309,2.6309,,,,43.3333,27.6667,2.3333,13.3333,0.0,30.0,0.0481,0.0127,0.0876,0.0124,0.0895,0.0037,0.0031,72438.7294,0.0,0.0,0.0,83.5504,0.0,0.0,0.0,0.604,0.604,,,,4.0277,2.357,2.6247,4.1096,0.0,2.1602
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=16s,3,7199.7674,0.8414,0.8294,0.854,0.8441,0.8757,0.8915,236873.4596,176086.0582,163038.5179,133527.4433,564.6667,239.6667,209.6667,148.3333,1.3936,4.3064,0.2282,0.1339,0.1474,74.0,28.0,4.0,42.0,0.0,32.0,0.1078,0.0495,0.0373,0.0487,0.0435,0.0033,0.0013,18383.6085,35197.7901,47595.2853,24738.7748,70.0016,19.9388,3.8586,6.7987,0.2908,1.2906,0.0847,0.0215,0.0196,24.0555,8.6023,3.7417,13.8804,0.0,10.6771
mode=periodic8s_blocking=0_defpreempt=1,nodes=16_prio=4_arrival=4s,3,7199.8163,0.8425,0.8005,0.864,0.8192,0.8671,0.891,236043.9193,175452.0052,177240.5822,128555.029,1895.0,942.6667,784.3333,629.3333,0.4979,1.3602,0.1251,0.1155,0.0962,72.6667,50.3333,2.6667,19.6667,0.0,53.0,0.2007,0.0312,0.0438,0.0304,0.0503,0.0015,0.0008,18704.4349,7360.8003,19365.2787,24814.4074,80.6598,71.154,29.2727,31.4784,0.1341,0.3979,0.0254,0.0341,0.0071,20.806,10.0775,3.0912,12.3648,0.0,8.4853
