scheduler,job_name,seed,T_end_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,util_eff_run_mean,util_eff_req_mean,R_p1,R_p2,R_p3,R_p4,D_p1,D_p2,D_p3,D_p4,latency_first_admit_mean_total_s,latency_first_admit_mean_p1_s,latency_first_admit_mean_p2_s,latency_first_admit_mean_p3_s,latency_first_admit_mean_p4_s,solver_attempts_total,best_solver_optimal_total,best_solver_feasible_total,best_solver_failed_total,plan_not_applicable_total,plan_activated_total
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=16s,2219457405427907235,7199.7479,0.8082,0.8876,0.8103,0.8912,0.8876,0.8912,490748.98,446022.4928,261189.8512,206055.4464,520.0,225.0,223.0,162.0,0.6677,1.8146,0.0435,0.0543,0.0617,89.0,32.0,1.0,56.0,0.0,33.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=16s,3848061858430934892,7199.2876,0.8867,0.7669,0.8916,0.7695,0.8867,0.8916,449751.5552,314335.0022,321469.121,300484.8917,551.0,270.0,202.0,141.0,0.5499,1.4472,0.094,0.0569,0.1049,93.0,25.0,4.0,64.0,0.0,29.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,1420052706459400740,7199.4256,0.8818,0.8266,0.8917,0.835,0.8822,0.8924,586831.8472,366986.9864,428599.0634,292592.767,1561.0,878.0,744.0,616.0,0.4581,1.2755,0.0993,0.1107,0.0781,236.0,46.0,1.0,189.0,0.0,47.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,2219457405427907235,7199.1213,0.8306,0.8693,0.8376,0.8769,0.8836,0.8926,481943.8801,411842.0069,351049.8622,214813.9398,1791.0,921.0,807.0,609.0,0.4091,1.0751,0.0703,0.0885,0.0739,220.0,55.0,4.0,161.0,0.0,59.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=4s,3848061858430934892,7199.1834,0.8813,0.7485,0.8894,0.7525,0.8813,0.8894,456582.5998,329886.6558,333650.1291,303823.5112,1836.0,1033.0,788.0,670.0,0.3327,0.8859,0.0681,0.0634,0.0638,265.0,62.0,0.0,203.0,0.0,62.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=8s,1420052706459400740,7199.6293,0.8864,0.8365,0.8908,0.8418,0.887,0.8922,607775.4709,356768.4474,445754.9225,277488.2459,835.0,422.0,403.0,280.0,0.7096,2.0741,0.09,0.0756,0.1107,141.0,36.0,1.0,104.0,0.0,37.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=8s,2219457405427907235,7199.2712,0.8126,0.88,0.8197,0.8923,0.88,0.8923,480098.8141,456739.8334,291490.188,204973.3121,814.0,426.0,353.0,268.0,0.7395,2.0695,0.0903,0.0627,0.0677,158.0,21.0,4.0,133.0,0.0,25.0
mode=stablequeue2s_blocking=0_defpreempt=1,nodes=32_prio=4_arrival=8s,3848061858430934892,7199.7261,0.8826,0.757,0.8902,0.76,0.8826,0.8902,457629.9363,312039.5636,326054.2814,306735.3655,973.0,498.0,392.0,309.0,0.3575,0.9983,0.052,0.0784,0.0405,183.0,42.0,2.0,139.0,0.0,44.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,1420052706459400740,7199.4042,0.8843,0.8487,0.892,0.8555,0.8999,0.9084,846792.9099,0.0,0.0,0.0,791.0,0.0,0.0,0.0,3.2189,3.2189,,,,125.0,29.0,2.0,94.0,0.0,31.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,2219457405427907235,7199.4625,0.8679,0.8515,0.8735,0.8562,0.8846,0.8909,790722.9461,0.0,0.0,0.0,728.0,0.0,0.0,0.0,2.9464,2.9464,,,,110.0,30.0,4.0,76.0,0.0,34.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=16s,3848061858430934892,7199.0707,0.8942,0.6875,0.9068,0.6942,0.8942,0.9068,687784.5655,0.0,0.0,0.0,952.0,0.0,0.0,0.0,3.8863,3.8863,,,,207.0,41.0,6.0,160.0,0.0,47.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=4s,1420052706459400740,7199.531,0.8678,0.8396,0.8841,0.8546,0.8749,0.8924,816336.0751,0.0,0.0,0.0,2846.0,0.0,0.0,0.0,2.2007,2.2007,,,,248.0,59.0,0.0,189.0,0.0,59.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=4s,2219457405427907235,7199.0984,0.8567,0.8249,0.8742,0.8409,0.8721,0.8916,789210.2042,0.0,0.0,0.0,2791.0,0.0,0.0,0.0,1.7473,1.7473,,,,255.0,51.0,4.0,200.0,0.0,55.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=4s,3848061858430934892,7199.4644,0.8756,0.6685,0.8906,0.6764,0.8756,0.8906,650917.3422,0.0,0.0,0.0,3032.0,0.0,0.0,0.0,1.1827,1.1827,,,,229.0,56.0,2.0,171.0,0.0,58.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=8s,1420052706459400740,7199.6244,0.87,0.845,0.8802,0.857,0.8792,0.8912,835798.3742,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,2.8051,2.8051,,,,197.0,43.0,0.0,154.0,0.0,43.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=8s,2219457405427907235,7199.6375,0.8574,0.858,0.8686,0.8691,0.8805,0.8932,802407.1606,0.0,0.0,0.0,1427.0,0.0,0.0,0.0,2.9553,2.9553,,,,202.0,52.0,0.0,150.0,0.0,52.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=1_arrival=8s,3848061858430934892,7199.4587,0.8872,0.6664,0.8987,0.6734,0.8872,0.8987,668421.8168,0.0,0.0,0.0,1609.0,0.0,0.0,0.0,2.2215,2.2215,,,,218.0,57.0,2.0,159.0,0.0,59.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=16s,1420052706459400740,7199.2619,0.8745,0.8392,0.8873,0.8517,0.8776,0.8908,267875.7991,165809.0471,208609.0346,157833.3553,343.0,208.0,188.0,133.0,6.5068,3.4009,5.1777,10.8254,7.5303,131.0,40.0,4.0,87.0,0.0,44.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=16s,2219457405427907235,7199.8522,0.7722,0.8774,0.7852,0.8934,0.8774,0.8934,222702.4867,221518.5294,96002.2886,99578.8921,382.0,158.0,152.0,122.0,6.5057,9.698,5.3614,6.3949,1.7656,300.0,43.0,3.0,254.0,0.0,46.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=16s,3848061858430934892,7199.325,0.8813,0.7821,0.8898,0.7876,0.8815,0.8906,233095.0039,137143.8143,179583.4098,141336.0959,450.0,227.0,172.0,126.0,1.7965,2.1558,1.7237,1.5254,1.5308,269.0,47.0,6.0,216.0,0.0,53.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=4s,1420052706459400740,7199.7149,0.8649,0.8379,0.8801,0.8502,0.8757,0.8906,268657.687,171278.8951,193191.7928,161945.4198,1111.0,702.0,629.0,512.0,1.9799,2.4838,1.8813,1.7605,1.5029,249.0,83.0,1.0,165.0,0.0,84.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=4s,2219457405427907235,7199.7822,0.8021,0.8412,0.8224,0.8602,0.87,0.8929,223057.4716,182770.5688,147376.9056,105829.6517,1239.0,728.0,633.0,485.0,2.2208,2.7257,1.6975,1.9668,2.2889,268.0,72.0,3.0,193.0,0.0,75.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=4s,3848061858430934892,7199.2762,0.8763,0.7385,0.8918,0.7491,0.8764,0.8919,235025.8498,165711.1995,185362.0645,113149.2757,1302.0,831.0,669.0,553.0,1.312,1.3267,1.1485,1.1142,1.7708,317.0,87.0,0.0,230.0,0.0,87.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=8s,1420052706459400740,7199.4583,0.8736,0.8542,0.8841,0.8641,0.8821,0.8931,275229.1076,172588.5834,216968.5047,149722.5497,573.0,336.0,333.0,234.0,3.1781,2.9839,2.9201,2.1159,5.3814,189.0,58.0,4.0,127.0,0.0,62.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=8s,2219457405427907235,7199.1359,0.7757,0.8718,0.7869,0.8877,0.8764,0.8922,219628.0793,222525.1946,125773.1862,96985.2472,563.0,318.0,247.0,195.0,3.837,5.3037,3.2222,2.8365,2.9455,212.0,46.0,2.0,164.0,0.0,48.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=16_prio=4_arrival=8s,3848061858430934892,7199.8399,0.8794,0.7424,0.8906,0.7487,0.8796,0.8908,233416.5657,145067.6466,170252.7308,130790.7539,760.0,398.0,319.0,250.0,1.9024,1.7857,2.3192,1.6138,1.8617,275.0,81.0,1.0,193.0,0.0,82.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=16s,1420052706459400740,7199.1242,0.8887,0.8611,0.8982,0.8683,0.8961,0.9053,1667779.9501,0.0,0.0,0.0,807.0,0.0,0.0,0.0,6.577,6.577,,,,192.0,27.0,1.0,164.0,0.0,28.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=16s,2219457405427907235,7199.8791,0.8728,0.8328,0.886,0.8399,0.878,0.8916,1589852.8049,0.0,0.0,0.0,742.0,0.0,0.0,0.0,7.5978,7.5978,,,,171.0,19.0,1.0,151.0,0.0,20.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=16s,3848061858430934892,7199.3361,0.8784,0.7335,0.8915,0.7381,0.8784,0.8915,1443184.6946,0.0,0.0,0.0,956.0,0.0,0.0,0.0,6.8353,6.8353,,,,167.0,10.0,0.0,157.0,0.0,10.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=4s,1420052706459400740,7199.9577,0.8774,0.8323,0.8909,0.8435,0.8781,0.8925,1610037.157,0.0,0.0,0.0,2959.0,0.0,0.0,0.0,2.2401,2.2401,,,,321.0,43.0,0.0,278.0,0.0,43.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=4s,2219457405427907235,7199.812,0.8777,0.8182,0.8896,0.8283,0.8798,0.8923,1609451.2518,0.0,0.0,0.0,3056.0,0.0,0.0,0.0,2.1387,2.1387,,,,289.0,47.0,0.0,242.0,0.0,47.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=4s,3848061858430934892,7199.7825,0.8837,0.7251,0.8923,0.7286,0.8837,0.8923,1404658.786,0.0,0.0,0.0,3158.0,0.0,0.0,0.0,1.0965,1.0965,,,,228.0,35.0,0.0,193.0,0.0,35.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,1420052706459400740,7199.3558,0.8793,0.8501,0.8885,0.8589,0.881,0.8912,1663345.2645,0.0,0.0,0.0,1550.0,0.0,0.0,0.0,3.3338,3.3338,,,,228.0,25.0,0.0,203.0,0.0,25.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,2219457405427907235,7197.1397,0.8754,0.8248,0.888,0.8341,0.8795,0.8922,1597908.1376,0.0,0.0,0.0,1506.0,0.0,0.0,0.0,5.3185,5.3185,,,,222.0,21.0,0.0,201.0,0.0,21.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=1_arrival=8s,3848061858430934892,7199.4813,0.878,0.7302,0.8912,0.7361,0.878,0.8912,1442475.9475,0.0,0.0,0.0,1646.0,0.0,0.0,0.0,3.517,3.517,,,,211.0,25.0,1.0,185.0,0.0,26.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=16s,1420052706459400740,7199.0097,0.8862,0.8104,0.8927,0.8151,0.8862,0.8927,594798.608,356703.7637,426122.2614,277898.5817,311.0,207.0,195.0,123.0,5.4887,7.5966,2.3503,4.1466,8.4844,125.0,27.0,2.0,96.0,0.0,29.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=16s,2219457405427907235,7199.3198,0.808,0.8886,0.8103,0.8912,0.8886,0.8912,491878.0599,445520.0854,260231.4189,205737.3793,380.0,194.0,198.0,140.0,2.5621,3.3097,1.201,3.6837,1.2714,94.0,30.0,2.0,62.0,0.0,32.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=16s,3848061858430934892,7199.8081,0.8855,0.7664,0.8916,0.7695,0.8855,0.8916,451735.0497,312929.3432,320230.7247,300152.5779,417.0,255.0,183.0,135.0,3.971,3.6761,4.5498,5.9271,0.854,101.0,23.0,2.0,76.0,0.0,25.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=4s,1420052706459400740,7199.603,0.8819,0.829,0.8919,0.8353,0.8824,0.8927,592793.3602,363818.4352,426959.1361,291232.893,1067.0,729.0,663.0,535.0,1.5761,1.8232,1.5475,1.7195,1.0073,248.0,48.0,0.0,200.0,0.0,48.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=4s,2219457405427907235,7199.106,0.8313,0.8697,0.8381,0.8773,0.8849,0.893,486298.3954,409728.029,349138.652,213719.1911,1263.0,788.0,694.0,548.0,1.4497,1.6811,1.2741,1.4713,1.1941,237.0,61.0,2.0,174.0,0.0,63.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=4s,3848061858430934892,7199.4984,0.8838,0.7492,0.8897,0.7528,0.8838,0.8897,460267.8807,328472.5108,332851.2175,303099.3335,1323.0,931.0,720.0,605.0,0.7936,0.8663,0.85,0.6269,0.7701,188.0,47.0,0.0,141.0,0.0,47.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=8s,1420052706459400740,7199.7524,0.8855,0.8371,0.8909,0.8419,0.8865,0.8923,610987.4875,355257.6123,444313.6862,276385.0755,575.0,379.0,370.0,245.0,2.4824,2.6046,2.2876,2.1335,3.0653,164.0,36.0,0.0,128.0,0.0,36.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=8s,2219457405427907235,7199.1141,0.8139,0.8824,0.8198,0.8924,0.8824,0.8925,484191.3316,455372.5346,288776.9797,204128.0041,563.0,358.0,277.0,225.0,2.9751,4.1166,1.5385,3.7835,1.7623,179.0,31.0,1.0,147.0,0.0,32.0
mode=stablequeue2s_blocking=1_defpreempt=0,nodes=32_prio=4_arrival=8s,3848061858430934892,7199.0262,0.8828,0.7566,0.8902,0.7601,0.8828,0.8902,460641.5442,311008.9145,324851.8239,305443.4276,710.0,454.0,348.0,271.0,1.9565,1.2965,1.7891,2.5495,2.7951,164.0,33.0,5.0,126.0,0.0,38.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,1420052706459400740,7199.7517,0.8847,0.8484,0.8919,0.8554,0.9,0.9083,846708.7734,0.0,0.0,0.0,780.0,0.0,0.0,0.0,3.273,3.273,,,,149.0,37.0,1.0,111.0,0.0,38.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,2219457405427907235,7199.0708,0.8666,0.8498,0.8735,0.8562,0.8837,0.8909,789265.627,0.0,0.0,0.0,713.0,0.0,0.0,0.0,4.8979,4.8979,,,,121.0,33.0,0.0,88.0,0.0,33.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=16s,3848061858430934892,7199.5642,0.8945,0.6877,0.9069,0.6943,0.8945,0.9069,687687.935,0.0,0.0,0.0,934.0,0.0,0.0,0.0,4.4526,4.4526,,,,213.0,44.0,5.0,164.0,0.0,49.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,1420052706459400740,7199.335,0.8679,0.8398,0.8841,0.8545,0.8752,0.8924,816860.8697,0.0,0.0,0.0,2883.0,0.0,0.0,0.0,1.9548,1.9548,,,,247.0,65.0,1.0,181.0,0.0,66.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,2219457405427907235,7199.9297,0.8563,0.8258,0.8741,0.8407,0.8718,0.8915,789521.5839,0.0,0.0,0.0,2845.0,0.0,0.0,0.0,1.7686,1.7686,,,,264.0,57.0,4.0,203.0,0.0,61.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=4s,3848061858430934892,7199.6733,0.8756,0.6684,0.8907,0.6764,0.8756,0.8907,650959.5431,0.0,0.0,0.0,3029.0,0.0,0.0,0.0,1.2322,1.2322,,,,228.0,58.0,1.0,169.0,0.0,59.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,1420052706459400740,7199.973,0.8706,0.8472,0.8803,0.8571,0.8804,0.8913,836618.7331,0.0,0.0,0.0,1504.0,0.0,0.0,0.0,2.3134,2.3134,,,,183.0,47.0,0.0,136.0,0.0,47.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,2219457405427907235,7199.2565,0.8573,0.8587,0.8688,0.8693,0.8807,0.8934,802493.4913,0.0,0.0,0.0,1397.0,0.0,0.0,0.0,2.9744,2.9744,,,,203.0,45.0,0.0,158.0,0.0,45.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=1_arrival=8s,3848061858430934892,7199.0916,0.8874,0.6665,0.8984,0.6733,0.8874,0.8984,669071.1314,0.0,0.0,0.0,1658.0,0.0,0.0,0.0,1.9842,1.9842,,,,184.0,55.0,2.0,127.0,0.0,57.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,1420052706459400740,7199.9837,0.8779,0.8387,0.8872,0.8516,0.8805,0.8907,262646.0463,166983.4326,210892.8915,158965.817,514.0,232.0,208.0,150.0,1.7643,6.0359,0.095,0.1244,0.1477,119.0,30.0,3.0,86.0,0.0,33.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,2219457405427907235,7199.5837,0.7724,0.8724,0.785,0.8931,0.8728,0.8932,218923.6653,223082.8281,98098.345,100010.9118,684.0,222.0,215.0,156.0,0.9279,2.6164,0.1101,0.1364,0.1049,291.0,49.0,4.0,238.0,0.0,53.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=16s,3848061858430934892,7199.0132,0.88,0.7827,0.8896,0.7875,0.8801,0.8904,231583.2818,138208.6674,180094.9486,141599.44,695.0,267.0,205.0,139.0,0.8248,2.3167,0.109,0.1238,0.0559,305.0,64.0,8.0,233.0,0.0,72.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=4s,1420052706459400740,7199.3864,0.8648,0.8291,0.8796,0.8496,0.8735,0.8901,262906.5309,173547.8,194853.946,163439.2712,1848.0,885.0,751.0,617.0,0.4278,1.2129,0.1098,0.0847,0.0932,228.0,82.0,0.0,146.0,0.0,82.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=4s,2219457405427907235,7199.4071,0.8007,0.841,0.8212,0.8592,0.8686,0.8918,217761.4581,185226.6732,150205.4325,107596.05,2082.0,917.0,812.0,599.0,0.5802,1.5794,0.1199,0.0924,0.1041,289.0,82.0,5.0,202.0,0.0,87.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=4s,3848061858430934892,7199.3066,0.8721,0.7407,0.8909,0.7483,0.8722,0.891,231756.8141,167521.5361,186628.2088,114625.6668,2170.0,1049.0,802.0,672.0,0.2876,0.7876,0.0548,0.0409,0.08,540.0,114.0,0.0,426.0,0.0,114.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=8s,1420052706459400740,7199.2378,0.8734,0.8497,0.8838,0.8638,0.8808,0.8927,270934.7521,174207.3378,218081.2342,151401.3162,994.0,421.0,400.0,276.0,0.8506,2.6301,0.1066,0.1013,0.0683,173.0,56.0,4.0,113.0,0.0,60.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=8s,2219457405427907235,7199.3772,0.7757,0.8668,0.7866,0.8873,0.8715,0.8918,216374.5179,224547.8424,128176.7717,98021.7935,1085.0,426.0,347.0,259.0,0.7335,2.0693,0.0843,0.0909,0.1165,280.0,73.0,4.0,203.0,0.0,77.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=16_prio=4_arrival=8s,3848061858430934892,7199.147,0.8768,0.7441,0.8904,0.7487,0.877,0.8907,231069.7102,146335.0974,171250.2624,131598.2712,1189.0,497.0,392.0,318.0,0.3929,1.03,0.0986,0.0909,0.1059,520.0,78.0,1.0,441.0,0.0,79.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,1420052706459400740,7199.5997,0.8919,0.8633,0.8981,0.8683,0.899,0.9053,1670414.21,0.0,0.0,0.0,847.0,0.0,0.0,0.0,5.9704,5.9704,,,,142.0,27.0,1.0,114.0,0.0,28.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,2219457405427907235,7199.8296,0.8778,0.8351,0.8861,0.8399,0.8831,0.8917,1593196.7769,0.0,0.0,0.0,738.0,0.0,0.0,0.0,4.835,4.835,,,,132.0,20.0,0.0,112.0,0.0,20.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=16s,3848061858430934892,7199.4474,0.8786,0.7325,0.8915,0.7382,0.8786,0.8915,1441850.8636,0.0,0.0,0.0,932.0,0.0,0.0,0.0,6.6869,6.6869,,,,178.0,13.0,0.0,165.0,0.0,13.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=4s,1420052706459400740,7199.3465,0.8786,0.8324,0.8907,0.8433,0.8791,0.8923,1610194.279,0.0,0.0,0.0,2968.0,0.0,0.0,0.0,2.5717,2.5717,,,,303.0,41.0,0.0,262.0,0.0,41.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=4s,2219457405427907235,7199.7892,0.8778,0.8171,0.8896,0.8282,0.8797,0.8922,1608748.7011,0.0,0.0,0.0,3013.0,0.0,0.0,0.0,2.281,2.281,,,,285.0,42.0,0.0,243.0,0.0,42.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=4s,3848061858430934892,7199.5884,0.8818,0.7247,0.8923,0.7286,0.8818,0.8923,1403847.0672,0.0,0.0,0.0,3170.0,0.0,0.0,0.0,1.0602,1.0602,,,,229.0,38.0,0.0,191.0,0.0,38.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,1420052706459400740,7199.3793,0.8797,0.8501,0.8884,0.8588,0.8814,0.891,1663462.0016,0.0,0.0,0.0,1559.0,0.0,0.0,0.0,3.5617,3.5617,,,,218.0,30.0,0.0,188.0,0.0,30.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,2219457405427907235,7200.1013,0.873,0.8216,0.8882,0.8341,0.8768,0.8923,1596043.4695,0.0,0.0,0.0,1512.0,0.0,0.0,0.0,4.7948,4.7948,,,,219.0,22.0,0.0,197.0,0.0,22.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=1_arrival=8s,3848061858430934892,7199.0837,0.8774,0.731,0.8912,0.736,0.8774,0.8912,1442895.8221,0.0,0.0,0.0,1645.0,0.0,0.0,0.0,3.2087,3.2087,,,,212.0,27.0,1.0,184.0,0.0,28.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=16s,1420052706459400740,7199.6192,0.8873,0.8101,0.8927,0.815,0.8873,0.8927,591417.7065,357517.2727,427792.1564,279667.2159,452.0,231.0,213.0,145.0,1.2601,4.2128,0.0588,0.0574,0.08,109.0,20.0,5.0,84.0,0.0,25.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=16s,2219457405427907235,7199.8636,0.8086,0.888,0.8102,0.8912,0.888,0.8912,490932.8948,446028.2734,261216.2081,206044.6843,511.0,225.0,224.0,162.0,0.652,1.775,0.1,0.0586,0.0309,93.0,33.0,2.0,58.0,0.0,35.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=16s,3848061858430934892,7199.9077,0.8864,0.7674,0.8916,0.7695,0.8864,0.8916,449817.5546,314311.437,321490.3754,300541.6504,559.0,270.0,202.0,140.0,0.4556,1.2247,0.0602,0.09,0.0282,97.0,26.0,3.0,68.0,0.0,29.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,1420052706459400740,7199.1569,0.8827,0.8282,0.8918,0.8351,0.8831,0.8925,588037.0231,366997.0357,428632.3438,292545.7585,1579.0,874.0,748.0,612.0,0.4198,1.1807,0.0791,0.0658,0.0899,230.0,46.0,4.0,180.0,0.0,50.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,2219457405427907235,7199.5969,0.8301,0.8682,0.8378,0.8771,0.8824,0.8927,481251.8765,411870.1713,351074.8742,214813.7804,1806.0,922.0,806.0,607.0,0.3889,1.0209,0.067,0.0757,0.0725,232.0,58.0,1.0,173.0,0.0,59.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=4s,3848061858430934892,7199.3766,0.8824,0.7493,0.8894,0.7526,0.8824,0.8894,457261.0509,329980.7106,333656.1656,303845.1514,1816.0,1033.0,792.0,671.0,0.2904,0.7606,0.0729,0.0532,0.0696,222.0,66.0,0.0,156.0,0.0,66.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,1420052706459400740,7199.0866,0.8854,0.836,0.8908,0.8418,0.8861,0.8922,606653.4725,356774.3028,445719.6328,277486.8073,852.0,422.0,403.0,280.0,0.6861,2.0567,0.0735,0.0579,0.0821,147.0,35.0,0.0,112.0,0.0,35.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,2219457405427907235,7199.3719,0.8107,0.8777,0.8197,0.8923,0.8777,0.8923,478488.0362,456763.1487,291449.5723,204957.7654,810.0,422.0,348.0,266.0,0.5868,1.5895,0.0935,0.0856,0.0568,170.0,32.0,0.0,138.0,0.0,32.0
mode=stablequeue2s_blocking=1_defpreempt=1,nodes=32_prio=4_arrival=8s,3848061858430934892,7199.9874,0.8837,0.7571,0.8902,0.7601,0.8837,0.8902,458103.0262,312213.5411,326080.9886,306713.6349,984.0,495.0,392.0,309.0,0.3187,0.8424,0.0803,0.0613,0.053,157.0,40.0,2.0,115.0,0.0,42.0
